Bin,Content,X,Y,Depth,Mode,Type
102384,10,19,28,2418,GRID,330mm
102385,10,37,10,2418,GRID,330mm
102386,10,34,29,2086,GRID,330mm
102387,10,32,21,2756,GRID,330mm
102388,10,24,9,2420,GRID,330mm
102389,10,25,35,2086,GRID,330mm
102390,10,39,30,2754,GRID,330mm
102391,10,25,11,2088,GRID,330mm
102392,10,33,36,2422,GRID,330mm
102393,10,22,8,2088,GRID,330mm
102394,10,35,20,2422,GRID,330mm
102395,10,28,21,2086,GRID,330mm
102396,10,22,10,2086,GRID,330mm
102397,10,17,21,3758,GRID,330mm
102398,10,28,42,2422,GRID,330mm
102399,10,19,31,2754,GRID,330mm
102400,10,32,20,3088,GRID,330mm
102401,10,41,39,2752,GRID,330mm
102402,10,34,13,2418,GRID,330mm
102403,10,27,41,2084,GRID,330mm
102404,10,21,10,2424,GRID,330mm
102405,10,25,9,2086,GRID,330mm
102406,10,38,41,2420,GRID,330mm
102407,10,14,40,3752,GRID,330mm
102408,10,8,43,4094,GRID,330mm
102409,10,21,25,2086,GRID,330mm
102410,10,17,37,3754,GRID,330mm
102411,10,13,38,3756,GRID,330mm
102412,10,12,34,4090,GRID,330mm
102413,10,22,30,3758,GRID,330mm
102414,10,22,31,2420,GRID,330mm
102415,10,16,38,3754,GRID,330mm
102416,10,24,41,2418,GRID,330mm
102417,10,14,14,3090,GRID,330mm
102418,10,12,36,3416,GRID,330mm
102419,10,23,34,2418,GRID,330mm
102420,10,14,39,3422,GRID,330mm
102421,10,12,39,3420,GRID,330mm
102422,10,12,38,3420,GRID,330mm
102423,10,23,39,4090,GRID,330mm
102424,10,20,12,3754,GRID,330mm
102425,10,23,9,1422,GRID,330mm
102426,10,20,34,3422,GRID,330mm
102427,10,23,23,2088,GRID,330mm
102428,10,22,8,3756,GRID,330mm
102429,10,16,37,3422,GRID,330mm
102430,10,23,31,1754,GRID,330mm
102431,10,15,38,3418,GRID,330mm
102432,10,22,22,3420,GRID,330mm
102433,10,23,24,1756,GRID,330mm
102434,10,16,34,3754,GRID,330mm
102435,10,22,37,3418,GRID,330mm
102436,10,20,20,3420,GRID,330mm
102437,10,23,22,2090,GRID,330mm
102438,10,10,39,3422,GRID,330mm
102439,10,19,19,3422,GRID,330mm
102440,10,20,31,3422,GRID,330mm
102441,10,38,29,2752,GRID,330mm
102442,10,15,18,3424,GRID,330mm
102443,10,36,10,3750,GRID,330mm
102444,10,11,42,1088,GRID,330mm
102445,10,17,18,3758,GRID,330mm
102446,10,17,10,2756,GRID,330mm
102447,10,11,43,1092,GRID,330mm
102448,10,34,9,3750,GRID,330mm
102449,10,14,40,1088,GRID,330mm
102450,10,27,41,2748,GRID,330mm
102451,10,28,26,1090,GRID,330mm
102452,10,27,18,2422,GRID,330mm
102453,10,23,36,2086,GRID,330mm
102454,10,23,37,2420,GRID,330mm
102455,10,34,37,3422,GRID,330mm
102456,10,19,20,760,GRID,330mm
102457,10,34,10,4086,GRID,330mm
102458,10,9,40,1092,GRID,330mm
102459,10,23,30,2754,GRID,330mm
102460,10,19,15,760,GRID,330mm
102461,10,19,9,1756,GRID,330mm
102462,10,11,41,2754,GRID,330mm
102463,11,18,30,430,GRID,330mm
102464,10,36,37,2752,GRID,330mm
102465,10,40,31,3420,GRID,330mm
102466,10,23,17,2420,GRID,330mm
102467,10,20,38,2752,GRID,330mm
102468,10,40,28,3754,GRID,330mm
102469,10,29,43,3086,GRID,330mm
102470,11,13,22,762,GRID,330mm
102471,11,17,39,428,GRID,330mm
102472,11,17,12,762,GRID,330mm
102473,11,18,19,762,GRID,330mm
102474,11,16,21,430,GRID,330mm
102475,10,33,30,4088,GRID,330mm
102476,10,40,34,4094,GRID,330mm
102477,10,32,38,3420,GRID,330mm
102478,10,32,32,2748,GRID,330mm
102479,10,33,38,3086,GRID,330mm
102480,10,40,31,4426,GRID,330mm
102481,10,8,39,2422,GRID,330mm
102482,10,37,36,3086,GRID,330mm
102483,10,34,30,3086,GRID,330mm
102484,10,39,8,428,GRID,330mm
102485,11,34,11,426,GRID,330mm
102486,10,41,32,4428,GRID,330mm
102487,10,40,33,4426,GRID,330mm
102488,11,16,23,762,GRID,330mm
102489,11,11,19,762,GRID,330mm
102490,11,17,23,430,GRID,330mm
102491,11,34,17,430,GRID,330mm
102492,10,10,43,2090,GRID,330mm
102493,10,29,38,2752,GRID,330mm
102494,10,40,38,3422,GRID,330mm
102495,10,17,43,2752,GRID,330mm
102496,10,21,36,2752,GRID,330mm
102497,10,39,27,3422,GRID,330mm
102498,10,31,37,3086,GRID,330mm
102499,10,14,19,432,GRID,330mm
102500,10,17,16,4092,GRID,330mm
102501,11,7,16,432,GRID,330mm
102502,10,20,11,762,GRID,330mm
102503,11,36,16,766,GRID,330mm
102504,11,10,17,432,GRID,330mm
102505,11,11,16,432,GRID,330mm
102506,11,12,15,430,GRID,330mm
102507,10,27,24,1092,GRID,330mm
102508,10,40,34,2756,GRID,330mm
102509,10,31,17,2754,GRID,330mm
102510,10,34,40,3754,GRID,330mm
102511,10,12,35,2418,GRID,330mm
102512,10,14,39,1754,GRID,330mm
102513,11,11,17,764,GRID,330mm
102514,10,19,33,1422,GRID,330mm
102515,10,31,24,1092,GRID,330mm
102516,10,40,33,1756,GRID,330mm
102517,10,17,23,4090,GRID,330mm
102518,10,41,34,1422,GRID,330mm
102519,10,34,41,2086,GRID,330mm
102520,10,16,29,3420,GRID,330mm
102521,10,11,15,3424,GRID,330mm
102522,10,27,29,1090,GRID,330mm
102523,10,34,40,3418,GRID,330mm
102524,10,33,39,2754,GRID,330mm
102525,10,32,20,3422,GRID,330mm
102526,10,18,20,4428,GRID,330mm
102527,10,16,29,3086,GRID,330mm
102528,10,15,19,3090,GRID,330mm
102529,10,33,8,1092,GRID,330mm
102530,10,32,25,2754,GRID,330mm
102531,10,12,23,4090,GRID,330mm
102532,10,35,43,758,GRID,330mm
102533,10,40,20,1428,GRID,330mm
102534,10,22,8,1424,GRID,330mm
102535,10,41,26,1090,GRID,330mm
102536,10,15,40,1754,GRID,330mm
102537,10,20,33,1420,GRID,330mm
102538,10,37,25,2756,GRID,330mm
102539,10,15,41,1752,GRID,330mm
102540,10,41,34,2750,GRID,330mm
102541,10,37,19,760,GRID,330mm
102542,10,34,42,758,GRID,330mm
102543,10,38,34,1424,GRID,330mm
102544,10,36,41,1422,GRID,330mm
102545,10,26,34,758,GRID,330mm
102546,10,39,27,1756,GRID,330mm
102547,10,38,15,3756,GRID,330mm
102548,10,16,13,3090,GRID,330mm
102549,10,20,32,2420,GRID,330mm
102550,10,38,24,3090,GRID,330mm
102551,10,38,17,1090,GRID,330mm
102552,10,34,16,3756,GRID,330mm
102553,10,36,9,1418,GRID,330mm
102554,10,41,19,4094,GRID,330mm
102555,10,9,37,2088,GRID,330mm
102556,10,7,39,1756,GRID,330mm
102557,10,36,36,1756,GRID,330mm
102558,10,35,17,4092,GRID,330mm
102559,10,36,15,4094,GRID,330mm
102560,10,36,18,1090,GRID,330mm
102561,10,18,30,3756,GRID,330mm
102562,10,33,19,4092,GRID,330mm
102563,10,39,28,1424,GRID,330mm
102564,10,36,15,1424,GRID,330mm
102565,10,35,15,4096,GRID,330mm
102566,10,38,21,1092,GRID,330mm
102567,10,37,23,1426,GRID,330mm
102568,10,20,28,1088,GRID,330mm
102569,10,9,14,3424,GRID,330mm
102570,10,6,42,1424,GRID,330mm
102571,10,30,39,1088,GRID,330mm
102572,10,8,34,1754,GRID,330mm
102573,10,37,9,1416,GRID,330mm
102574,10,38,17,3756,GRID,330mm
102575,10,8,35,2086,GRID,330mm
102576,10,29,29,1754,GRID,330mm
102577,10,9,32,3422,GRID,330mm
102578,10,30,22,1424,GRID,330mm
102579,10,37,16,1426,GRID,330mm
102580,10,41,42,2084,GRID,330mm
102581,10,38,18,1090,GRID,330mm
102582,10,37,25,2090,GRID,330mm
102583,10,16,26,3422,GRID,330mm
102584,10,35,25,1422,GRID,330mm
102585,10,12,24,2752,GRID,330mm
102586,10,39,28,3088,GRID,330mm
102587,10,37,24,1424,GRID,330mm
102588,10,35,20,1426,GRID,330mm
102589,10,37,37,3088,GRID,330mm
102590,10,35,42,2752,GRID,330mm
102591,10,30,37,2418,GRID,330mm
102592,10,37,16,4092,GRID,330mm
102593,10,40,17,3424,GRID,330mm
102594,10,11,41,2420,GRID,330mm
102595,10,23,31,2418,GRID,330mm
102596,10,38,19,2754,GRID,330mm
102597,10,34,18,3754,GRID,330mm
102598,10,37,17,1424,GRID,330mm
102599,10,18,43,2752,GRID,330mm
102600,10,19,40,3084,GRID,330mm
102601,10,39,32,4088,GRID,330mm
102602,10,38,15,1090,GRID,330mm
102603,10,10,13,3756,GRID,330mm
102604,10,22,27,2754,GRID,330mm
102605,10,33,28,2754,GRID,330mm
102606,10,33,25,2756,GRID,330mm
102607,10,34,17,4092,GRID,330mm
102608,10,6,38,1090,GRID,330mm
102609,10,39,29,3086,GRID,330mm
102610,10,33,22,4092,GRID,330mm
102611,10,18,36,2752,GRID,330mm
102612,10,33,21,1756,GRID,330mm
102613,10,23,34,2752,GRID,330mm
102614,10,35,21,2422,GRID,330mm
102615,10,35,40,2416,GRID,330mm
102616,10,32,37,2754,GRID,330mm
102617,10,25,42,2752,GRID,330mm
102618,10,21,22,2422,GRID,330mm
102619,10,22,22,2754,GRID,330mm
102620,10,41,43,2084,GRID,330mm
102621,10,38,20,2752,GRID,330mm
102622,10,34,42,2750,GRID,330mm
102623,10,39,30,3422,GRID,330mm
102624,10,36,34,3422,GRID,330mm
102625,10,39,19,3086,GRID,330mm
102626,10,38,35,3088,GRID,330mm
102627,10,39,14,3754,GRID,330mm
102628,10,20,18,3758,GRID,330mm
102629,10,19,25,2088,GRID,330mm
102630,10,23,29,2752,GRID,330mm
102631,10,26,24,2754,GRID,330mm
102632,10,39,16,3756,GRID,330mm
102633,10,21,24,2420,GRID,330mm
102634,10,40,20,4092,GRID,330mm
102635,10,39,23,3092,GRID,330mm
102636,10,36,13,4088,GRID,330mm
102637,10,41,27,3086,GRID,330mm
102638,10,33,16,3092,GRID,330mm
102639,10,14,40,2750,GRID,330mm
102640,10,9,9,3088,GRID,330mm
102641,10,38,13,3752,GRID,330mm
102642,10,30,43,2748,GRID,330mm
102643,10,40,35,3420,GRID,330mm
102644,10,38,26,3088,GRID,330mm
102645,10,37,30,3420,GRID,330mm
102646,10,27,23,1754,GRID,330mm
102647,10,7,40,2086,GRID,330mm
102648,10,37,8,2750,GRID,330mm
102649,10,40,21,3090,GRID,330mm
102650,10,8,40,2086,GRID,330mm
102651,10,9,37,1422,GRID,330mm
102652,10,37,15,1092,GRID,330mm
102653,10,30,14,1758,GRID,330mm
102654,10,39,9,1420,GRID,330mm
102655,10,30,12,1088,GRID,330mm
102656,10,36,12,1086,GRID,330mm
102657,10,7,22,762,GRID,330mm
102658,10,6,40,1090,GRID,330mm
102659,10,6,41,1422,GRID,330mm
102660,10,36,22,1426,GRID,330mm
102661,10,11,41,1092,GRID,330mm
102662,10,10,37,1420,GRID,330mm
102663,10,38,12,1748,GRID,330mm
102664,10,38,26,1422,GRID,330mm
102665,10,30,15,2092,GRID,330mm
102666,10,30,17,1758,GRID,330mm
102667,10,14,41,756,GRID,330mm
102668,10,11,34,1422,GRID,330mm
102669,10,37,11,1416,GRID,330mm
102670,10,38,8,1420,GRID,330mm
102671,10,33,41,1754,GRID,330mm
102672,10,6,43,1422,GRID,330mm
102673,10,6,14,3090,GRID,330mm
102674,10,6,39,1424,GRID,330mm
102675,10,37,10,1420,GRID,330mm
102676,10,8,37,1090,GRID,330mm
102677,10,33,10,3750,GRID,330mm
102678,10,9,35,1090,GRID,330mm
102679,10,34,8,4090,GRID,330mm
102680,10,36,11,3748,GRID,330mm
102681,10,39,10,1420,GRID,330mm
102682,10,39,8,1418,GRID,330mm
102683,10,7,41,1754,GRID,330mm
102684,10,40,17,4090,GRID,330mm
102685,10,24,11,2418,GRID,330mm
102686,10,23,27,3086,GRID,330mm
102687,10,9,39,3086,GRID,330mm
102688,10,20,40,2420,GRID,330mm
102689,10,26,21,2422,GRID,330mm
102690,10,18,42,2752,GRID,330mm
102691,10,23,8,2752,GRID,330mm
102692,10,22,11,1422,GRID,330mm
102693,10,35,12,4088,GRID,330mm
102694,10,32,40,2752,GRID,330mm
102695,10,24,8,2418,GRID,330mm
102696,10,35,23,2424,GRID,330mm
102697,10,39,42,2752,GRID,330mm
102698,10,23,43,2754,GRID,330mm
102699,10,37,11,3080,GRID,330mm
102700,10,22,25,3088,GRID,330mm
102701,10,33,32,2752,GRID,330mm
102702,10,24,10,2756,GRID,330mm
102703,10,37,28,2422,GRID,330mm
102704,10,35,19,4090,GRID,330mm
102705,10,23,21,2418,GRID,330mm
102706,10,32,21,3090,GRID,330mm
102707,10,21,16,2422,GRID,330mm
102708,10,16,40,1422,GRID,330mm
102709,10,41,18,3754,GRID,330mm
102710,10,22,30,2756,GRID,330mm
102711,10,35,32,2420,GRID,330mm
102712,10,22,19,2756,GRID,330mm
102713,10,18,35,2418,GRID,330mm
102714,10,40,29,3086,GRID,330mm
102715,10,9,40,2418,GRID,330mm
102716,10,37,35,2752,GRID,330mm
102717,10,40,31,3086,GRID,330mm
102718,10,33,40,2750,GRID,330mm
102719,10,25,35,2420,GRID,330mm
102720,10,40,28,2418,GRID,330mm
102721,10,12,35,2750,GRID,330mm
102722,10,10,40,2418,GRID,330mm
102723,10,36,39,2752,GRID,330mm
102724,10,14,41,2084,GRID,330mm
102725,10,13,37,2084,GRID,330mm
102726,10,10,36,2086,GRID,330mm
102727,10,30,36,2752,GRID,330mm
102728,10,13,39,2420,GRID,330mm
102729,10,40,33,3086,GRID,330mm
102730,10,34,39,2418,GRID,330mm
102731,10,10,34,2420,GRID,330mm
102732,10,26,33,2418,GRID,330mm
102733,10,37,38,2752,GRID,330mm
102734,10,33,43,2752,GRID,330mm
102735,10,11,38,3086,GRID,330mm
102736,10,24,34,2420,GRID,330mm
102737,10,13,36,2084,GRID,330mm
102738,10,26,31,2084,GRID,330mm
102739,10,25,36,3088,GRID,330mm
102740,10,14,37,3084,GRID,330mm
102741,10,35,41,2750,GRID,330mm
102742,10,29,42,2752,GRID,330mm
102743,10,36,33,2418,GRID,330mm
102744,10,10,35,2754,GRID,330mm
102745,10,39,32,3086,GRID,330mm
102746,10,40,26,3086,GRID,330mm
102747,10,38,32,2754,GRID,330mm
102748,10,7,37,2418,GRID,330mm
102749,10,13,37,2418,GRID,330mm
102750,10,39,17,3422,GRID,330mm
102751,10,39,13,3086,GRID,330mm
102752,10,39,18,2752,GRID,330mm
102753,10,25,18,2086,GRID,330mm
102754,10,37,17,3088,GRID,330mm
102755,10,22,36,3086,GRID,330mm
102756,10,23,25,3088,GRID,330mm
102757,10,39,8,4088,GRID,330mm
102758,10,35,13,4092,GRID,330mm
102759,10,41,41,3086,GRID,330mm
102760,10,22,9,2420,GRID,330mm
102761,10,30,18,2756,GRID,330mm
102762,10,37,13,3754,GRID,330mm
102763,10,33,22,2754,GRID,330mm
102764,10,33,15,3088,GRID,330mm
102765,10,22,18,2418,GRID,330mm
102766,10,37,42,3418,GRID,330mm
102767,10,38,11,3750,GRID,330mm
102768,10,39,8,3084,GRID,330mm
102769,10,33,18,2754,GRID,330mm
102770,10,26,16,2420,GRID,330mm
102771,10,37,41,3086,GRID,330mm
102772,10,25,19,2756,GRID,330mm
102773,10,37,12,3082,GRID,330mm
102774,10,21,30,2752,GRID,330mm
102775,10,23,19,2418,GRID,330mm
102776,10,22,24,2420,GRID,330mm
102777,10,21,10,3756,GRID,330mm
102778,10,22,31,3086,GRID,330mm
102779,10,17,41,2416,GRID,330mm
102780,10,40,25,3422,GRID,330mm
102781,10,41,38,3084,GRID,330mm
102782,10,22,34,2086,GRID,330mm
102783,10,25,30,2084,GRID,330mm
102784,10,19,43,2752,GRID,330mm
102785,10,14,38,2418,GRID,330mm
102786,10,25,33,2422,GRID,330mm
102787,10,22,38,2420,GRID,330mm
102788,10,19,41,2084,GRID,330mm
102789,10,25,31,2420,GRID,330mm
102790,10,26,34,2086,GRID,330mm
102791,10,22,37,2086,GRID,330mm
102792,10,25,28,2752,GRID,330mm
102793,10,26,27,2084,GRID,330mm
102794,10,21,38,2752,GRID,330mm
102795,10,18,42,2420,GRID,330mm
102796,10,24,26,2420,GRID,330mm
102797,10,35,22,2086,GRID,330mm
102798,10,29,41,3084,GRID,330mm
102799,10,24,24,2420,GRID,330mm
102800,10,40,30,2754,GRID,330mm
102801,10,17,32,4426,GRID,330mm
102802,10,16,33,3754,GRID,330mm
102803,10,35,14,430,GRID,330mm
102804,10,22,11,762,GRID,330mm
102805,10,19,40,2752,GRID,330mm
102806,10,20,36,2754,GRID,330mm
102807,10,24,28,3086,GRID,330mm
102808,10,24,29,3086,GRID,330mm
102809,10,24,27,2752,GRID,330mm
102810,10,25,43,2418,GRID,330mm
102811,10,35,34,2422,GRID,330mm
102812,10,24,32,2420,GRID,330mm
102813,10,37,31,2752,GRID,330mm
102814,10,26,16,2086,GRID,330mm
102815,10,32,16,1094,GRID,330mm
102816,10,36,22,2422,GRID,330mm
102817,10,19,37,2084,GRID,330mm
102818,10,25,43,2752,GRID,330mm
102819,10,27,43,2754,GRID,330mm
102820,10,24,35,2086,GRID,330mm
102821,10,38,15,2088,GRID,330mm
102822,10,23,23,2754,GRID,330mm
102823,10,34,15,2422,GRID,330mm
102824,10,34,28,2420,GRID,330mm
102825,10,26,18,2420,GRID,330mm
102826,10,33,26,2420,GRID,330mm
102827,10,28,39,2752,GRID,330mm
102828,10,34,9,2084,GRID,330mm
102829,10,35,27,2086,GRID,330mm
102830,10,16,38,1754,GRID,330mm
102831,10,34,20,2088,GRID,330mm
102832,10,35,8,2752,GRID,330mm
102833,10,29,38,2418,GRID,330mm
102834,10,33,17,2086,GRID,330mm
102835,10,35,15,2426,GRID,330mm
102836,10,35,16,2754,GRID,330mm
102837,10,33,25,2422,GRID,330mm
102838,10,35,24,2754,GRID,330mm
102839,10,37,38,2418,GRID,330mm
102840,10,16,38,2086,GRID,330mm
102841,10,28,42,2088,GRID,330mm
102842,10,35,17,2420,GRID,330mm
102843,10,25,24,2086,GRID,330mm
102844,10,19,11,2088,GRID,330mm
102845,10,19,20,1756,GRID,330mm
102846,10,40,36,2418,GRID,330mm
102847,10,35,18,2424,GRID,330mm
102848,10,35,29,2420,GRID,330mm
102849,10,41,43,3418,GRID,330mm
102850,10,19,17,2754,GRID,330mm
102851,10,18,34,2086,GRID,330mm
102852,10,33,22,2422,GRID,330mm
102853,10,33,21,2754,GRID,330mm
102854,10,36,42,2752,GRID,330mm
102855,10,12,42,2084,GRID,330mm
102856,10,23,41,2418,GRID,330mm
102857,10,30,23,3088,GRID,330mm
102858,10,31,16,2756,GRID,330mm
102859,10,32,19,2754,GRID,330mm
102860,10,31,25,2754,GRID,330mm
102861,10,24,21,2758,GRID,330mm
102862,10,28,21,1754,GRID,330mm
102863,10,41,26,2752,GRID,330mm
102864,10,22,34,2418,GRID,330mm
102865,10,21,25,2418,GRID,330mm
102866,10,13,40,2752,GRID,330mm
102867,10,24,42,2754,GRID,330mm
102868,10,31,15,2420,GRID,330mm
102869,10,16,27,3754,GRID,330mm
102870,10,31,37,2752,GRID,330mm
102871,10,18,37,2420,GRID,330mm
102872,10,36,40,2418,GRID,330mm
102873,10,12,34,3086,GRID,330mm
102874,10,21,21,2754,GRID,330mm
102875,10,30,21,2756,GRID,330mm
102876,10,40,40,3088,GRID,330mm
102877,10,40,23,2754,GRID,330mm
102878,10,39,34,2752,GRID,330mm
102879,10,22,17,2420,GRID,330mm
102880,10,22,42,2750,GRID,330mm
102881,10,33,29,3086,GRID,330mm
102882,10,31,14,2420,GRID,330mm
102883,10,8,38,2420,GRID,330mm
102884,10,31,39,1752,GRID,330mm
102885,10,33,8,2752,GRID,330mm
102886,10,31,11,2418,GRID,330mm
102887,10,10,37,2416,GRID,330mm
102888,10,10,36,1754,GRID,330mm
102889,10,35,41,2418,GRID,330mm
102890,10,27,36,2090,GRID,330mm
102891,10,41,33,2422,GRID,330mm
102892,10,27,36,2422,GRID,330mm
102893,10,13,38,2088,GRID,330mm
102894,10,19,31,2420,GRID,330mm
102895,10,16,40,1752,GRID,330mm
102896,10,39,35,2418,GRID,330mm
102897,10,25,37,2084,GRID,330mm
102898,10,12,43,1752,GRID,330mm
102899,10,38,36,2754,GRID,330mm
102900,10,15,34,1754,GRID,330mm
102901,10,23,39,2418,GRID,330mm
102902,10,41,36,2086,GRID,330mm
102903,10,11,36,2752,GRID,330mm
102904,10,37,34,2086,GRID,330mm
102905,10,18,35,1752,GRID,330mm
102906,10,26,34,1754,GRID,330mm
102907,10,7,35,2420,GRID,330mm
102908,10,18,38,1752,GRID,330mm
102909,10,17,39,2754,GRID,330mm
102910,10,14,42,2088,GRID,330mm
102911,10,35,40,2084,GRID,330mm
102912,10,28,31,2088,GRID,330mm
102913,10,6,35,2086,GRID,330mm
102914,10,29,14,1754,GRID,330mm
102915,10,26,31,1754,GRID,330mm
102916,10,39,33,2422,GRID,330mm
102917,10,13,36,1752,GRID,330mm
102918,10,13,41,2086,GRID,330mm
102919,10,16,14,2092,GRID,330mm
102920,10,28,27,1754,GRID,330mm
102921,10,16,23,4764,GRID,330mm
102922,10,27,21,1092,GRID,330mm
102923,10,13,33,3086,GRID,330mm
102924,10,21,25,760,GRID,330mm
102925,10,14,25,2752,GRID,330mm
102926,10,15,33,3754,GRID,330mm
102927,10,14,31,2752,GRID,330mm
102928,10,12,31,3420,GRID,330mm
102929,10,30,9,760,GRID,330mm
102930,10,6,26,4090,GRID,330mm
102931,10,18,20,3758,GRID,330mm
102932,10,21,8,762,GRID,330mm
102933,10,21,20,760,GRID,330mm
102934,10,28,22,1092,GRID,330mm
102935,10,17,14,4094,GRID,330mm
102936,10,21,18,1094,GRID,330mm
102937,10,38,42,758,GRID,330mm
102938,10,17,28,4426,GRID,330mm
102939,10,31,10,1092,GRID,330mm
102940,10,39,42,1092,GRID,330mm
102941,10,17,28,4090,GRID,330mm
102942,10,33,16,1426,GRID,330mm
102943,10,20,21,762,GRID,330mm
102944,10,41,19,1092,GRID,330mm
102945,10,39,26,1094,GRID,330mm
102946,10,33,38,758,GRID,330mm
102947,10,14,30,3754,GRID,330mm
102948,10,8,28,3086,GRID,330mm
102949,10,20,30,1754,GRID,330mm
102950,10,41,34,1090,GRID,330mm
102951,10,38,36,1756,GRID,330mm
102952,10,10,21,2756,GRID,330mm
102953,10,31,15,764,GRID,330mm
102954,10,8,32,3756,GRID,330mm
102955,10,36,32,2420,GRID,330mm
102956,10,21,24,1758,GRID,330mm
102957,10,31,37,2086,GRID,330mm
102958,10,15,39,1420,GRID,330mm
102959,10,40,31,2086,GRID,330mm
102960,10,8,41,2090,GRID,330mm
102961,10,21,33,1422,GRID,330mm
102962,10,31,33,2420,GRID,330mm
102963,10,22,36,2086,GRID,330mm
102964,10,37,30,1754,GRID,330mm
102965,10,10,10,3422,GRID,330mm
102966,10,25,43,2086,GRID,330mm
102967,10,8,40,1754,GRID,330mm
102968,10,30,32,2420,GRID,330mm
102969,10,16,41,1420,GRID,330mm
102970,10,41,33,2088,GRID,330mm
102971,10,18,38,1420,GRID,330mm
102972,10,18,36,2086,GRID,330mm
102973,10,20,37,1420,GRID,330mm
102974,10,27,31,2422,GRID,330mm
102975,10,21,29,2086,GRID,330mm
102976,10,20,27,2420,GRID,330mm
102977,10,20,22,1422,GRID,330mm
102978,10,10,36,1422,GRID,330mm
102979,10,36,38,1752,GRID,330mm
102980,10,20,35,2086,GRID,330mm
102981,10,21,31,1756,GRID,330mm
102982,10,28,32,1752,GRID,330mm
102983,10,20,31,1420,GRID,330mm
102984,10,33,39,1754,GRID,330mm
102985,10,22,32,2756,GRID,330mm
102986,10,32,36,2088,GRID,330mm
102987,10,31,29,1752,GRID,330mm
102988,10,22,18,1420,GRID,330mm
102989,10,21,13,1756,GRID,330mm
102990,10,14,42,1754,GRID,330mm
102991,10,36,22,2090,GRID,330mm
102992,10,21,27,2420,GRID,330mm
102993,10,21,17,1422,GRID,330mm
102994,10,21,14,1756,GRID,330mm
102995,10,17,43,1754,GRID,330mm
102996,10,38,13,1752,GRID,330mm
102997,10,35,18,2090,GRID,330mm
102998,10,19,28,1754,GRID,330mm
102999,10,18,41,1418,GRID,330mm
103000,10,19,39,2088,GRID,330mm
103001,10,21,20,1420,GRID,330mm
103002,10,36,39,2088,GRID,330mm
103003,10,19,37,1756,GRID,330mm
103004,10,36,37,1754,GRID,330mm
103005,10,22,15,1424,GRID,330mm
103006,10,37,26,2420,GRID,330mm
103007,10,21,30,1754,GRID,330mm
103008,10,22,17,1422,GRID,330mm
103009,10,21,15,1424,GRID,330mm
103010,10,17,42,1754,GRID,330mm
103011,10,21,12,1754,GRID,330mm
103012,10,35,30,2086,GRID,330mm
103013,10,19,38,1754,GRID,330mm
103014,10,21,26,1420,GRID,330mm
103015,10,8,20,3420,GRID,330mm
103016,10,36,19,2088,GRID,330mm
103017,10,20,23,1422,GRID,330mm
103018,10,19,31,2088,GRID,330mm
103019,10,20,19,2088,GRID,330mm
103020,10,20,21,1424,GRID,330mm
103021,10,21,23,1756,GRID,330mm
103022,10,38,8,2084,GRID,330mm
103023,10,23,9,1754,GRID,330mm
103024,10,39,39,2420,GRID,330mm
103025,10,20,13,2092,GRID,330mm
103026,10,37,30,2420,GRID,330mm
103027,10,38,12,2414,GRID,330mm
103028,10,30,8,2086,GRID,330mm
103029,10,18,32,3088,GRID,330mm
103030,10,41,20,758,GRID,330mm
103031,10,21,21,2088,GRID,330mm
103032,10,26,24,2420,GRID,330mm
103033,10,20,28,1420,GRID,330mm
103034,10,27,15,2092,GRID,330mm
103035,10,39,41,2420,GRID,330mm
103036,10,25,9,1754,GRID,330mm
103037,10,23,10,1756,GRID,330mm
103038,10,36,30,2086,GRID,330mm
103039,10,22,25,2422,GRID,330mm
103040,10,28,23,2090,GRID,330mm
103041,10,23,14,2422,GRID,330mm
103042,10,31,11,1092,GRID,330mm
103043,10,35,14,762,GRID,330mm
103044,10,18,39,1424,GRID,330mm
103045,10,33,31,1424,GRID,330mm
103046,10,27,10,1094,GRID,330mm
103047,10,7,21,3088,GRID,330mm
103048,10,21,27,1092,GRID,330mm
103049,10,34,11,1752,GRID,330mm
103050,10,28,15,1426,GRID,330mm
103051,10,18,19,3422,GRID,330mm
103052,10,33,9,1092,GRID,330mm
103053,10,11,18,3424,GRID,330mm
103054,10,37,11,1088,GRID,330mm
103055,10,34,13,1092,GRID,330mm
103056,10,38,15,762,GRID,330mm
103057,10,35,11,1088,GRID,330mm
103058,10,40,39,2086,GRID,330mm
103059,10,38,19,764,GRID,330mm
103060,10,38,28,760,GRID,330mm
103061,10,31,8,1754,GRID,330mm
103062,10,7,9,2756,GRID,330mm
103063,10,24,9,760,GRID,330mm
103064,10,30,12,760,GRID,330mm
103065,10,16,27,3088,GRID,330mm
103066,10,31,19,1094,GRID,330mm
103067,10,27,8,760,GRID,330mm
103068,10,33,10,760,GRID,330mm
103069,10,7,9,3424,GRID,330mm
103070,10,37,29,760,GRID,330mm
103071,10,38,27,1092,GRID,330mm
103072,10,15,25,3422,GRID,330mm
103073,10,17,32,4762,GRID,330mm
103074,10,9,28,2088,GRID,330mm
103075,10,22,13,1094,GRID,330mm
103076,10,37,33,758,GRID,330mm
103077,10,25,9,762,GRID,330mm
103078,10,24,15,1428,GRID,330mm
103079,10,34,10,1422,GRID,330mm
103080,10,37,23,1094,GRID,330mm
103081,10,16,10,3088,GRID,330mm
103082,10,26,10,1094,GRID,330mm
103083,10,41,40,1756,GRID,330mm
103084,10,23,13,1426,GRID,330mm
