Bin,Content,X,Y,Depth,Mode,Type
114646,10,35,19,5100,GRID,330mm
114647,10,34,13,1420,GRID,330mm
114648,10,30,19,5100,GRID,330mm
114649,10,32,9,5100,GRID,330mm
114650,10,30,12,5098,GRID,330mm
114651,10,33,27,5102,GRID,330mm
114652,10,14,36,1092,GRID,330mm
114653,10,40,23,1424,GRID,330mm
114654,10,22,28,5098,GRID,330mm
114655,10,14,37,1420,GRID,330mm
114656,10,34,39,1422,GRID,330mm
114657,10,15,43,5100,GRID,330mm
114658,10,23,9,4762,GRID,330mm
114659,10,41,25,1756,GRID,330mm
114660,10,11,35,5100,GRID,330mm
114661,10,10,36,5100,GRID,330mm
114662,10,12,34,5098,GRID,330mm
114663,10,9,17,2754,GRID,330mm
114664,10,9,38,5100,GRID,330mm
114665,10,32,14,5102,GRID,330mm
114666,10,32,19,5102,GRID,330mm
114667,10,29,32,5102,GRID,330mm
114668,10,35,15,5106,GRID,330mm
114669,10,29,37,5104,GRID,330mm
114670,10,28,17,5102,GRID,330mm
114671,10,23,30,5104,GRID,330mm
114672,10,12,37,1090,GRID,330mm
114673,10,6,38,5098,GRID,330mm
114674,10,30,22,5100,GRID,330mm
114675,10,39,31,5100,GRID,330mm
114676,10,26,22,5100,GRID,330mm
114677,10,24,15,5102,GRID,330mm
114678,10,33,19,5102,GRID,330mm
114679,10,36,33,5100,GRID,330mm
114680,10,36,16,5104,GRID,330mm
114681,10,9,41,1090,GRID,330mm
114682,10,20,18,5102,GRID,330mm
114683,10,14,42,5098,GRID,330mm
114684,10,7,43,4762,GRID,330mm
114685,10,32,18,5102,GRID,330mm
114686,10,19,17,5102,GRID,330mm
114687,10,22,36,5100,GRID,330mm
114688,10,16,43,756,GRID,330mm
114689,10,19,23,758,GRID,330mm
114690,10,16,36,1092,GRID,330mm
114691,10,34,9,5098,GRID,330mm
114692,10,24,40,5098,GRID,330mm
114693,10,28,28,5100,GRID,330mm
114694,10,15,34,5100,GRID,330mm
114695,10,6,39,5100,GRID,330mm
114696,10,19,31,5100,GRID,330mm
114697,10,20,24,4090,GRID,330mm
114698,10,28,19,5100,GRID,330mm
114699,10,28,13,1422,GRID,330mm
114700,10,15,37,1754,GRID,330mm
114701,10,22,13,5102,GRID,330mm
114702,10,21,28,5098,GRID,330mm
114703,10,19,20,5100,GRID,330mm
114704,10,40,27,1422,GRID,330mm
114705,10,13,33,3420,GRID,330mm
114706,10,23,26,5102,GRID,330mm
114707,10,13,41,5098,GRID,330mm
114708,10,18,36,1422,GRID,330mm
114709,10,38,35,1756,GRID,330mm
114710,10,9,43,5102,GRID,330mm
114711,10,23,29,5100,GRID,330mm
114712,10,30,29,5098,GRID,330mm
114713,10,11,37,1088,GRID,330mm
114714,10,41,24,1090,GRID,330mm
114715,10,37,36,1422,GRID,330mm
114716,10,20,27,5102,GRID,330mm
114717,10,41,30,1424,GRID,330mm
114718,10,7,43,5100,GRID,330mm
114719,10,8,39,1092,GRID,330mm
114720,10,9,39,5098,GRID,330mm
114721,10,35,39,1088,GRID,330mm
114722,10,35,43,1086,GRID,330mm
114723,10,26,11,5100,GRID,330mm
114724,10,25,11,5102,GRID,330mm
114725,10,8,41,5102,GRID,330mm
114726,10,19,25,5102,GRID,330mm
114727,10,35,11,5094,GRID,330mm
114728,10,27,23,5100,GRID,330mm
114729,10,14,41,5098,GRID,330mm
114730,10,18,35,756,GRID,330mm
114731,10,31,23,5102,GRID,330mm
114732,10,23,27,5100,GRID,330mm
114733,10,25,10,4764,GRID,330mm
114734,10,31,17,5102,GRID,330mm
114735,10,38,18,5102,GRID,330mm
114736,10,28,18,5102,GRID,330mm
114737,10,26,9,5104,GRID,330mm
114738,10,25,21,5102,GRID,330mm
114739,10,25,42,5102,GRID,330mm
114740,10,39,34,5104,GRID,330mm
114741,10,22,41,5098,GRID,330mm
114742,10,27,17,5102,GRID,330mm
114743,10,37,8,5098,GRID,330mm
114744,10,22,12,4762,GRID,330mm
114745,10,37,12,5094,GRID,330mm
114746,10,39,28,5100,GRID,330mm
114747,10,38,8,5096,GRID,330mm
114748,10,37,43,5104,GRID,330mm
114749,10,35,14,5102,GRID,330mm
114750,10,33,20,5104,GRID,330mm
114751,10,23,16,5102,GRID,330mm
114752,10,24,14,5102,GRID,330mm
114753,10,34,41,2418,GRID,330mm
114754,10,21,30,5102,GRID,330mm
114755,10,20,15,5102,GRID,330mm
114756,10,8,37,4760,GRID,330mm
114757,10,13,36,4760,GRID,330mm
114758,10,23,39,1754,GRID,330mm
114759,10,7,39,4760,GRID,330mm
114760,10,35,12,5096,GRID,330mm
114761,10,35,18,1424,GRID,330mm
114762,10,31,19,5102,GRID,330mm
114763,10,22,21,5104,GRID,330mm
114764,10,22,20,5104,GRID,330mm
114765,10,31,9,5100,GRID,330mm
114766,10,6,36,5098,GRID,330mm
114767,10,11,40,5098,GRID,330mm
114768,10,16,43,5102,GRID,330mm
114769,10,20,11,5102,GRID,330mm
114770,10,15,36,5102,GRID,330mm
114771,10,25,29,5098,GRID,330mm
114772,10,13,36,756,GRID,330mm
114773,10,41,33,1424,GRID,330mm
114774,10,26,30,5100,GRID,330mm
114775,10,21,29,5100,GRID,330mm
114776,10,40,21,1426,GRID,330mm
114777,10,33,40,1420,GRID,330mm
114778,10,7,40,5102,GRID,330mm
115759,10,17,42,1422,GRID,330mm
116001,10,31,20,3088,GRID,330mm
116002,10,41,26,3086,GRID,330mm
116003,10,32,17,3088,GRID,330mm
116004,10,36,9,3084,GRID,330mm
116005,10,40,30,3088,GRID,330mm
116006,10,24,10,3090,GRID,330mm
116007,10,32,9,2750,GRID,330mm
116008,10,24,37,2420,GRID,330mm
116009,10,17,42,2086,GRID,330mm
116010,10,17,36,2754,GRID,330mm
116011,10,31,12,2750,GRID,330mm
116012,10,32,8,2750,GRID,330mm
116013,10,30,15,3424,GRID,330mm
116014,20,15,19,1092,GRID,330mm
116015,10,41,29,3420,GRID,330mm
116016,10,19,19,2088,GRID,330mm
116017,10,37,26,2754,GRID,330mm
116018,20,17,15,1094,GRID,330mm
116019,20,41,35,428,GRID,330mm
116020,20,6,17,1424,GRID,330mm
116021,20,10,30,1092,GRID,330mm
116022,20,30,28,760,GRID,330mm
116023,20,16,18,762,GRID,330mm
116024,20,11,25,1756,GRID,330mm
116025,20,25,41,426,GRID,330mm
116026,20,6,17,1756,GRID,330mm
116027,20,25,27,428,GRID,330mm
116028,20,10,30,2088,GRID,330mm
116029,20,31,41,426,GRID,330mm
116030,20,10,17,1096,GRID,330mm
116031,20,14,20,1094,GRID,330mm
116032,10,20,10,3756,GRID,330mm
116033,10,40,43,4090,GRID,330mm
116034,10,37,10,3754,GRID,330mm
116035,20,10,20,1096,GRID,330mm
116037,20,39,41,1090,GRID,330mm
116038,20,15,11,762,GRID,330mm
116039,20,11,21,1758,GRID,330mm
116040,20,7,24,1094,GRID,330mm
116041,20,40,35,760,GRID,330mm
116042,20,37,25,764,GRID,330mm
116043,20,9,29,2088,GRID,330mm
116044,20,17,33,762,GRID,330mm
116045,20,9,23,2088,GRID,330mm
116046,20,16,22,1758,GRID,330mm
116047,10,38,28,3418,GRID,330mm
116048,10,35,36,3420,GRID,330mm
116049,20,10,30,760,GRID,330mm
116050,20,20,26,760,GRID,330mm
116051,20,13,30,760,GRID,330mm
116052,20,8,16,1094,GRID,330mm
116053,20,12,13,1094,GRID,330mm
116054,20,6,24,1754,GRID,330mm
116055,20,7,19,1094,GRID,330mm
116056,20,34,23,430,GRID,330mm
116057,20,24,24,426,GRID,330mm
116058,20,6,27,2420,GRID,330mm
116059,20,14,26,760,GRID,330mm
116060,20,6,27,1754,GRID,330mm
116061,20,26,19,430,GRID,330mm
116062,20,18,24,1426,GRID,330mm
116063,20,14,16,1426,GRID,330mm
116064,20,8,27,1758,GRID,330mm
116065,10,37,24,3422,GRID,330mm
116066,10,30,19,1752,GRID,330mm
116067,10,15,42,3082,GRID,330mm
116068,10,35,42,3754,GRID,330mm
116069,20,8,20,1092,GRID,330mm
116070,20,36,37,430,GRID,330mm
116071,20,14,8,760,GRID,330mm
116072,20,39,26,428,GRID,330mm
116073,20,12,13,762,GRID,330mm
116074,20,16,14,764,GRID,330mm
116075,20,12,31,1424,GRID,330mm
116076,20,13,18,2090,GRID,330mm
116077,20,14,10,1094,GRID,330mm
116078,20,12,11,1756,GRID,330mm
116079,20,16,25,760,GRID,330mm
116080,20,29,35,1092,GRID,330mm
116081,20,10,14,1760,GRID,330mm
116082,20,18,22,1758,GRID,330mm
116083,20,23,31,760,GRID,330mm
116084,20,13,31,1756,GRID,330mm
116085,20,28,23,428,GRID,330mm
116086,20,10,18,762,GRID,330mm
116087,20,9,36,760,GRID,330mm
116088,20,21,38,762,GRID,330mm
116089,10,33,15,3758,GRID,330mm
116090,20,11,41,428,GRID,330mm
116091,20,23,27,428,GRID,330mm
116092,20,11,9,1426,GRID,330mm
116093,20,15,14,1096,GRID,330mm
116094,20,6,33,2420,GRID,330mm
116095,20,15,10,1094,GRID,330mm
116096,20,7,28,1424,GRID,330mm
116097,20,8,21,1754,GRID,330mm
116098,20,14,32,1092,GRID,330mm
116099,20,24,29,426,GRID,330mm
116100,20,6,11,2086,GRID,330mm
116101,20,8,33,2754,GRID,330mm
116102,20,15,9,430,GRID,330mm
116103,20,39,17,1092,GRID,330mm
116104,20,12,21,1760,GRID,330mm
116105,20,12,30,1092,GRID,330mm
116106,20,10,16,1758,GRID,330mm
116107,20,25,15,428,GRID,330mm
116108,20,12,12,98,GRID,330mm
116109,20,32,26,432,GRID,330mm
116110,20,9,12,1092,GRID,330mm
116111,20,10,11,1426,GRID,330mm
116112,20,7,27,1758,GRID,330mm
116113,20,22,21,430,GRID,330mm
116114,20,18,19,1426,GRID,330mm
116115,20,18,33,760,GRID,330mm
116116,20,16,19,1092,GRID,330mm
116117,20,17,13,1428,GRID,330mm
116118,20,16,15,762,GRID,330mm
116119,20,7,22,1092,GRID,330mm
116120,20,27,15,1096,GRID,330mm
116121,20,8,30,1094,GRID,330mm
116122,20,7,10,762,GRID,330mm
116123,20,15,16,764,GRID,330mm
116124,20,12,28,1428,GRID,330mm
116125,20,8,21,1422,GRID,330mm
116126,20,20,25,430,GRID,330mm
116127,20,11,38,758,GRID,330mm
116128,20,17,16,1094,GRID,330mm
116129,20,10,18,1094,GRID,330mm
116130,20,17,21,432,GRID,330mm
116131,20,7,8,1428,GRID,330mm
116132,20,10,24,4088,GRID,330mm
116133,20,9,41,426,GRID,330mm
116134,20,7,38,426,GRID,330mm
116135,20,9,33,1754,GRID,330mm
116136,20,24,13,760,GRID,330mm
116137,20,11,31,430,GRID,330mm
116138,20,11,20,1094,GRID,330mm
116139,20,6,32,1424,GRID,330mm
116140,20,12,35,428,GRID,330mm
116141,20,17,11,1758,GRID,330mm
116142,20,37,41,428,GRID,330mm
116143,20,18,21,1428,GRID,330mm
116144,20,18,10,1426,GRID,330mm
116145,20,10,29,1092,GRID,330mm
116146,20,29,32,762,GRID,330mm
116147,20,6,31,428,GRID,330mm
116148,20,34,18,762,GRID,330mm
116149,20,18,14,762,GRID,330mm
116150,20,10,24,1092,GRID,330mm
116151,20,6,35,428,GRID,330mm
116152,20,34,16,430,GRID,330mm
116153,20,19,21,430,GRID,330mm
116154,10,32,29,4092,GRID,330mm
116155,20,12,16,762,GRID,330mm
116156,20,11,27,1426,GRID,330mm
116157,20,9,29,1424,GRID,330mm
116158,20,12,9,2422,GRID,330mm
116159,20,10,33,1424,GRID,330mm
116160,20,15,31,1092,GRID,330mm
116161,20,6,28,2088,GRID,330mm
116162,20,24,40,428,GRID,330mm
116163,20,10,22,760,GRID,330mm
116164,20,12,18,434,GRID,330mm
116165,10,32,31,3756,GRID,330mm
116166,20,11,18,1098,GRID,330mm
116167,10,39,41,3756,GRID,330mm
116168,10,39,20,3756,GRID,330mm
116169,20,21,14,430,GRID,330mm
116170,20,12,23,1094,GRID,330mm
116171,20,9,8,1094,GRID,330mm
116172,10,32,9,3420,GRID,330mm
116173,20,15,31,428,GRID,330mm
116174,20,15,17,764,GRID,330mm
116175,20,20,32,762,GRID,330mm
116176,20,6,20,1094,GRID,330mm
116177,10,10,8,3090,GRID,330mm
116178,20,10,14,764,GRID,330mm
116179,10,30,19,3086,GRID,330mm
116180,10,33,27,3756,GRID,330mm
116181,10,39,41,4092,GRID,330mm
116182,10,35,19,3756,GRID,330mm
116183,20,6,30,2750,GRID,330mm
116184,10,29,36,3418,GRID,330mm
116185,20,24,39,428,GRID,330mm
116186,20,18,13,1094,GRID,330mm
116187,20,38,35,1094,GRID,330mm
116188,20,16,11,432,GRID,330mm
116189,20,18,21,1096,GRID,330mm
116190,20,29,41,1092,GRID,330mm
116191,20,8,19,764,GRID,330mm
116192,20,8,29,1096,GRID,330mm
116193,20,18,22,1426,GRID,330mm
116194,20,12,32,762,GRID,330mm
116195,20,14,14,762,GRID,330mm
116196,20,29,32,1092,GRID,330mm
116197,20,6,30,758,GRID,330mm
116198,20,17,39,1092,GRID,330mm
116199,20,14,29,1094,GRID,330mm
116200,20,12,15,1094,GRID,330mm
116201,20,8,24,432,GRID,330mm
116202,20,30,17,762,GRID,330mm
116203,20,15,29,1094,GRID,330mm
116204,20,9,10,1758,GRID,330mm
116205,20,29,35,426,GRID,330mm
116206,20,14,30,1092,GRID,330mm
116207,20,18,29,762,GRID,330mm
116208,20,34,25,762,GRID,330mm
116209,10,36,8,3420,GRID,330mm
116210,20,13,18,1758,GRID,330mm
116211,20,13,14,764,GRID,330mm
116212,20,9,31,428,GRID,330mm
116213,20,7,31,428,GRID,330mm
116214,20,11,28,1758,GRID,330mm
116215,20,10,13,1094,GRID,330mm
116216,20,14,27,760,GRID,330mm
116217,20,12,28,1760,GRID,330mm
116218,20,26,24,428,GRID,330mm
116219,20,9,30,1092,GRID,330mm
116220,20,18,29,1424,GRID,330mm
116221,10,35,16,3756,GRID,330mm
116222,10,28,42,3756,GRID,330mm
116223,10,38,30,3754,GRID,330mm
116224,10,20,19,3420,GRID,330mm
116225,10,30,31,3422,GRID,330mm
116226,20,26,16,430,GRID,330mm
116227,20,17,32,760,GRID,330mm
116228,20,10,30,428,GRID,330mm
116229,20,13,22,1094,GRID,330mm
116230,10,25,43,3420,GRID,330mm
116231,10,33,18,3422,GRID,330mm
116232,10,35,13,3422,GRID,330mm
116233,10,28,40,3418,GRID,330mm
116234,10,41,38,3754,GRID,330mm
116235,10,37,19,2752,GRID,330mm
116236,10,34,28,3420,GRID,330mm
116237,10,34,29,3088,GRID,330mm
116238,10,35,22,2752,GRID,330mm
116239,10,30,38,3754,GRID,330mm
116240,10,27,42,4090,GRID,330mm
116241,10,36,25,3422,GRID,330mm
116242,10,35,25,3420,GRID,330mm
116243,10,33,22,3422,GRID,330mm
116244,10,34,36,3086,GRID,330mm
116245,10,36,27,2750,GRID,330mm
116246,10,33,33,3420,GRID,330mm
116247,10,29,42,3086,GRID,330mm
116248,10,35,26,3084,GRID,330mm
116249,10,35,27,3086,GRID,330mm
116250,10,33,36,3422,GRID,330mm
116251,10,24,18,3086,GRID,330mm
116252,10,33,25,3422,GRID,330mm
116253,20,12,20,1094,GRID,330mm
116254,10,37,24,3088,GRID,330mm
116255,10,36,22,3090,GRID,330mm
116256,10,35,9,3418,GRID,330mm
116257,10,39,39,3420,GRID,330mm
116258,10,35,18,3424,GRID,330mm
116259,10,33,28,3422,GRID,330mm
116260,10,30,39,3082,GRID,330mm
116261,10,35,10,3080,GRID,330mm
116262,10,34,34,3420,GRID,330mm
116263,10,35,15,3426,GRID,330mm
116264,20,9,14,432,GRID,330mm
116265,10,30,14,2424,GRID,330mm
116266,20,21,19,428,GRID,330mm
116267,10,38,16,3426,GRID,330mm
116268,10,34,23,3424,GRID,330mm
116269,10,39,42,3754,GRID,330mm
116270,10,39,10,3418,GRID,330mm
116271,10,22,16,3088,GRID,330mm
116272,10,23,14,3086,GRID,330mm
116273,20,13,15,1094,GRID,330mm
116274,20,18,20,1426,GRID,330mm
116275,20,21,36,428,GRID,330mm
116276,20,15,25,428,GRID,330mm
116277,20,32,33,760,GRID,330mm
116278,20,15,23,1092,GRID,330mm
116279,20,10,19,764,GRID,330mm
116280,20,8,43,430,GRID,330mm
116281,20,27,15,764,GRID,330mm
116282,10,19,8,2752,GRID,330mm
116283,10,39,14,3084,GRID,330mm
116284,10,35,9,3084,GRID,330mm
116285,10,20,13,3088,GRID,330mm
116286,10,22,33,3090,GRID,330mm
116287,10,22,12,2754,GRID,330mm
116288,20,14,26,430,GRID,330mm
116289,20,12,23,2090,GRID,330mm
116290,20,11,38,428,GRID,330mm
116291,20,12,38,426,GRID,330mm
116292,20,9,16,762,GRID,330mm
116293,10,15,11,3088,GRID,330mm
116294,20,9,20,762,GRID,330mm
116295,20,19,19,430,GRID,330mm
116296,20,17,18,1424,GRID,330mm
116297,20,15,18,1426,GRID,330mm
116298,10,29,37,3086,GRID,330mm
116299,10,28,24,2086,GRID,330mm
116300,10,39,13,3420,GRID,330mm
116301,10,20,31,2752,GRID,330mm
116302,10,21,22,2754,GRID,330mm
116303,20,16,27,760,GRID,330mm
116304,20,17,22,1096,GRID,330mm
116305,20,17,15,762,GRID,330mm
116306,20,15,23,760,GRID,330mm
116307,20,12,17,1096,GRID,330mm
116308,20,23,36,760,GRID,330mm
116309,20,23,23,428,GRID,330mm
116310,20,30,11,1092,GRID,330mm
116311,20,24,16,762,GRID,330mm
116312,20,10,38,428,GRID,330mm
116313,10,32,16,3088,GRID,330mm
116314,10,39,36,3086,GRID,330mm
116315,20,9,39,428,GRID,330mm
116316,20,11,35,426,GRID,330mm
116317,20,18,27,1422,GRID,330mm
116318,20,8,15,760,GRID,330mm
116319,10,25,30,2418,GRID,330mm
116320,20,6,24,760,GRID,330mm
116321,20,17,17,1758,GRID,330mm
116322,20,6,16,760,GRID,330mm
116323,20,11,26,1424,GRID,330mm
116324,20,18,14,1094,GRID,330mm
116325,20,16,32,1424,GRID,330mm
116326,20,21,24,432,GRID,330mm
116327,20,30,9,428,GRID,330mm
116328,20,10,19,1094,GRID,330mm
116329,20,38,9,426,GRID,330mm
116330,20,15,24,1424,GRID,330mm
116331,20,14,16,764,GRID,330mm
116332,10,24,30,2754,GRID,330mm
116333,10,25,28,3086,GRID,330mm
116334,20,10,36,764,GRID,330mm
116335,20,17,35,428,GRID,330mm
116336,20,18,25,762,GRID,330mm
116337,20,20,43,428,GRID,330mm
116338,20,16,22,1426,GRID,330mm
116339,20,18,26,1094,GRID,330mm
116340,20,40,41,426,GRID,330mm
116341,20,21,29,426,GRID,330mm
116342,20,23,24,762,GRID,330mm
116343,20,10,28,760,GRID,330mm
116344,20,18,13,1758,GRID,330mm
116345,20,14,14,1426,GRID,330mm
116346,20,16,22,430,GRID,330mm
116348,20,17,26,1092,GRID,330mm
116349,20,15,26,1424,GRID,330mm
116350,20,14,17,1096,GRID,330mm
116351,20,7,10,1094,GRID,330mm
116352,20,18,8,764,GRID,330mm
116353,20,13,14,1096,GRID,330mm
116354,10,11,37,3084,GRID,330mm
116355,20,14,15,2092,GRID,330mm
116356,20,17,30,760,GRID,330mm
116357,20,27,22,762,GRID,330mm
116358,20,12,17,1426,GRID,330mm
116359,20,12,31,760,GRID,330mm
116360,20,10,27,762,GRID,330mm
116361,10,29,34,3420,GRID,330mm
116362,10,9,36,2750,GRID,330mm
116363,10,28,37,3754,GRID,330mm
116364,10,6,39,3086,GRID,330mm
116365,10,27,41,3420,GRID,330mm
116366,10,30,11,3758,GRID,330mm
116367,10,29,10,3420,GRID,330mm
116368,10,20,22,3090,GRID,330mm
116369,10,29,15,3424,GRID,330mm
116370,10,38,40,3752,GRID,330mm
116371,10,12,43,2750,GRID,330mm
116372,10,34,26,3422,GRID,330mm
116373,10,34,12,3084,GRID,330mm
116374,10,25,42,3754,GRID,330mm
116375,10,14,36,2754,GRID,330mm
116376,10,28,23,3756,GRID,330mm
116377,10,27,33,3756,GRID,330mm
116378,10,28,34,3422,GRID,330mm
116379,10,30,31,3756,GRID,330mm
116380,10,18,11,3756,GRID,330mm
116381,10,32,19,3756,GRID,330mm
116382,10,13,38,3086,GRID,330mm
116383,10,37,8,2084,GRID,330mm
116384,10,28,21,3088,GRID,330mm
116385,10,40,35,4426,GRID,330mm
116386,10,29,19,3756,GRID,330mm
116387,10,37,8,3420,GRID,330mm
116388,10,23,43,3754,GRID,330mm
116389,10,29,28,3420,GRID,330mm
116390,10,29,31,3754,GRID,330mm
116391,10,37,18,3088,GRID,330mm
116392,10,20,10,3422,GRID,330mm
116393,10,30,20,3422,GRID,330mm
116394,10,29,25,3422,GRID,330mm
116395,10,18,34,2752,GRID,330mm
116396,10,28,28,3754,GRID,330mm
116397,10,22,37,2418,GRID,330mm
116398,10,7,40,2418,GRID,330mm
116399,10,8,25,3420,GRID,330mm
116400,10,33,42,3086,GRID,330mm
116401,20,16,32,1092,GRID,330mm
116402,10,10,36,2418,GRID,330mm
116403,10,18,43,3086,GRID,330mm
116404,10,25,42,3086,GRID,330mm
116405,10,36,38,2752,GRID,330mm
116406,10,21,39,2752,GRID,330mm
116407,20,38,42,428,GRID,330mm
116408,20,18,22,1096,GRID,330mm
116409,20,12,32,1094,GRID,330mm
116410,20,10,39,428,GRID,330mm
116411,20,29,34,428,GRID,330mm
116412,10,11,8,3088,GRID,330mm
116413,10,8,34,3084,GRID,330mm
116414,10,32,31,3420,GRID,330mm
116415,20,7,13,762,GRID,330mm
116416,10,33,43,3084,GRID,330mm
116417,10,25,29,2752,GRID,330mm
116418,10,34,39,2750,GRID,330mm
116419,10,6,37,3084,GRID,330mm
116420,10,35,36,2418,GRID,330mm
116421,10,31,41,2086,GRID,330mm
116422,20,12,21,764,GRID,330mm
116423,20,19,24,428,GRID,330mm
116424,10,41,24,3422,GRID,330mm
116425,10,41,40,4092,GRID,330mm
116426,10,39,24,3424,GRID,330mm
116427,10,40,32,3420,GRID,330mm
116428,10,35,31,2752,GRID,330mm
116429,10,24,34,2752,GRID,330mm
116430,10,16,40,2086,GRID,330mm
116431,10,9,40,2754,GRID,330mm
116432,10,24,35,2420,GRID,330mm
116433,10,7,35,2752,GRID,330mm
116434,10,7,33,3086,GRID,330mm
116435,10,10,38,2418,GRID,330mm
116436,10,25,31,2754,GRID,330mm
116437,20,9,36,428,GRID,330mm
116438,10,32,27,3088,GRID,330mm
116439,10,30,39,2418,GRID,330mm
116440,10,36,18,2418,GRID,330mm
116441,10,35,40,2752,GRID,330mm
116442,10,21,8,2752,GRID,330mm
116443,10,22,29,3088,GRID,330mm
116444,10,18,42,3086,GRID,330mm
116445,10,41,26,3420,GRID,330mm
116446,10,41,19,3424,GRID,330mm
116447,10,21,20,2752,GRID,330mm
116448,10,26,20,3086,GRID,330mm
116449,10,39,12,3082,GRID,330mm
116450,10,31,9,2754,GRID,330mm
116451,10,23,22,3424,GRID,330mm
116452,10,36,34,4090,GRID,330mm
116453,10,25,19,3424,GRID,330mm
116454,10,26,28,3418,GRID,330mm
116455,10,31,40,3418,GRID,330mm
116456,10,39,42,4426,GRID,330mm
116457,10,21,13,3088,GRID,330mm
116458,10,21,21,3088,GRID,330mm
116459,10,40,26,3754,GRID,330mm
116460,10,22,14,2756,GRID,330mm
116461,10,35,28,2752,GRID,330mm
116462,10,39,43,3420,GRID,330mm
116463,10,31,14,1754,GRID,330mm
116464,10,20,14,3090,GRID,330mm
116465,10,19,30,2754,GRID,330mm
116466,10,38,8,3418,GRID,330mm
116467,10,37,31,3754,GRID,330mm
116468,10,35,35,3420,GRID,330mm
116469,20,14,33,760,GRID,330mm
116470,20,13,27,2090,GRID,330mm
116471,20,12,20,1424,GRID,330mm
116472,10,20,34,2752,GRID,330mm
116473,10,21,39,3086,GRID,330mm
116474,10,39,15,3758,GRID,330mm
116475,10,23,35,3422,GRID,330mm
116476,10,30,24,1752,GRID,330mm
116477,10,20,11,2752,GRID,330mm
116478,10,21,30,3086,GRID,330mm
116479,10,39,8,3418,GRID,330mm
116480,10,38,20,3088,GRID,330mm
116481,10,25,23,3086,GRID,330mm
116482,10,22,8,3088,GRID,330mm
116483,10,24,12,3086,GRID,330mm
116484,10,26,14,2750,GRID,330mm
116485,10,36,40,3086,GRID,330mm
116486,20,7,36,760,GRID,330mm
116487,20,15,22,762,GRID,330mm
116488,20,17,12,1426,GRID,330mm
116489,20,16,25,428,GRID,330mm
116490,20,28,38,428,GRID,330mm
116491,20,6,18,764,GRID,330mm
116492,20,15,33,430,GRID,330mm
116493,20,27,9,430,GRID,330mm
116494,20,16,15,1094,GRID,330mm
116495,20,10,21,1094,GRID,330mm
116496,20,14,42,426,GRID,330mm
116497,20,6,28,2754,GRID,330mm
116498,20,12,39,762,GRID,330mm
116499,20,6,11,1092,GRID,330mm
116500,20,11,23,428,GRID,330mm
116501,20,7,21,1426,GRID,330mm
116502,20,17,20,1426,GRID,330mm
116503,20,9,15,762,GRID,330mm
116504,20,6,30,1422,GRID,330mm
116505,20,11,30,1426,GRID,330mm
116506,20,9,34,428,GRID,330mm
116507,10,27,17,3422,GRID,330mm
116508,20,10,21,762,GRID,330mm
116509,20,18,32,428,GRID,330mm
116510,20,14,28,100,GRID,330mm
116511,20,13,16,1092,GRID,330mm
116512,20,9,17,430,GRID,330mm
116513,20,18,15,1094,GRID,330mm
116514,20,11,11,1094,GRID,330mm
116515,20,18,19,1094,GRID,330mm
116516,20,15,12,1426,GRID,330mm
116517,20,9,26,1092,GRID,330mm
116518,20,8,31,430,GRID,330mm
116519,20,6,23,1424,GRID,330mm
116520,20,16,16,1096,GRID,330mm
116521,20,11,13,1094,GRID,330mm
116522,20,9,43,432,GRID,330mm
116523,20,20,10,428,GRID,330mm
116524,20,17,37,428,GRID,330mm
116525,20,9,11,2090,GRID,330mm
116526,20,10,42,428,GRID,330mm
116527,20,12,34,428,GRID,330mm
116528,20,13,10,1758,GRID,330mm
116529,20,40,43,430,GRID,330mm
116530,20,8,18,1428,GRID,330mm
116531,10,8,17,4430,GRID,330mm
116532,20,8,41,430,GRID,330mm
116533,20,15,10,762,GRID,330mm
116534,20,23,9,430,GRID,330mm
116535,20,11,21,1426,GRID,330mm
116536,20,7,27,1094,GRID,330mm
116537,20,11,29,760,GRID,330mm
116538,20,24,41,426,GRID,330mm
116539,20,17,18,1756,GRID,330mm
116540,20,6,32,1756,GRID,330mm
116541,20,12,23,1424,GRID,330mm
116542,20,8,10,1426,GRID,330mm
116543,20,17,36,428,GRID,330mm
116544,20,6,41,426,GRID,330mm
116545,20,7,39,426,GRID,330mm
116546,20,12,33,760,GRID,330mm
116547,20,16,38,426,GRID,330mm
116548,20,13,29,428,GRID,330mm
116549,20,16,36,760,GRID,330mm
116550,20,18,13,1426,GRID,330mm
116551,20,7,21,1756,GRID,330mm
116552,20,17,28,760,GRID,330mm
116553,20,29,38,758,GRID,330mm
116554,20,27,28,426,GRID,330mm
116555,20,14,15,1758,GRID,330mm
116556,10,19,10,2752,GRID,330mm
116557,10,31,43,3754,GRID,330mm
116558,10,36,35,3754,GRID,330mm
116559,10,11,17,4096,GRID,330mm
116560,10,35,28,3418,GRID,330mm
116561,10,25,23,3420,GRID,330mm
116562,10,19,9,3424,GRID,330mm
116563,10,14,37,3420,GRID,330mm
116564,10,37,16,3758,GRID,330mm
116565,10,30,9,1752,GRID,330mm
116566,10,20,12,3420,GRID,330mm
116567,10,37,11,3748,GRID,330mm
116568,10,31,29,3086,GRID,330mm
116569,10,38,31,3754,GRID,330mm
116570,10,39,30,4092,GRID,330mm
116571,10,9,35,3420,GRID,330mm
116572,10,39,26,3756,GRID,330mm
116573,10,41,41,2084,GRID,330mm
116574,10,36,31,3758,GRID,330mm
116575,10,20,11,1754,GRID,330mm
