Bin	Content	X	Y	Depth	Mode
116312	10	148	102	422	GRID
116313	10	49	107	5098	GRID
116314	10	50	110	2744	GRID
116315	10	195	99	1746	GRID
116316	10	28	95	754	GRID
116317	10	35	97	4086	GRID
116318	10	26	93	3750	GRID
116319	10	41	104	4760	GRID
116320	10	26	93	2410	GRID
116321	10	55	112	4086	GRID
116322	10	36	99	3082	GRID
116323	10	47	107	2744	GRID
116324	10	58	115	5098	GRID
116325	10	26	93	2744	GRID
116326	10	54	111	4086	GRID
116327	10	51	108	4420	GRID
116328	10	50	110	3078	GRID
116329	10	50	111	2748	GRID
116330	10	178	117	4086	GRID
116331	10	181	120	1418	GRID
116332	10	178	117	1086	GRID
116333	10	179	118	4084	GRID
116334	10	29	92	3754	GRID
116335	10	28	95	2414	GRID
116336	10	34	98	2412	GRID
116337	10	34	98	3082	GRID
116338	10	51	108	1414	GRID
116339	10	56	112	1748	GRID
116340	10	50	110	3414	GRID
116341	10	51	108	3078	GRID
116342	10	51	108	2746	GRID
116343	10	50	114	2074	GRID
116344	10	67	93	92	GRID
116345	10	45	105	746	GRID
116346	10	55	114	2076	GRID
116347	10	53	112	1742	GRID
116348	10	58	117	748	GRID
116349	10	53	112	2744	GRID
116350	10	53	107	1742	GRID
116351	10	43	102	1076	GRID
116352	10	31	98	3414	GRID
116353	10	106	109	88	GRID
116354	10	30	98	1744	GRID
116355	10	31	98	4088	GRID
116356	10	43	102	1410	GRID
116357	10	44	103	3412	GRID
116358	10	44	103	3082	GRID
116359	10	35	101	4418	GRID
116360	10	44	102	1414	GRID
116361	10	52	106	1416	GRID
116362	10	53	112	2410	GRID
116363	10	50	114	1074	GRID
116364	10	40	104	1744	GRID
116365	10	53	113	4758	GRID
116366	10	55	114	2410	GRID
116367	10	52	106	2412	GRID
116368	10	44	103	3748	GRID
116369	10	33	99	4086	GRID
116370	10	57	116	416	GRID
116371	10	31	98	4422	GRID
116372	10	55	92	418	GRID
116373	10	56	116	4084	GRID
116374	10	59	118	1080	GRID
116375	10	47	107	1742	GRID
116376	10	23	95	1410	GRID
116377	10	56	113	1078	GRID
116378	10	56	116	5100	GRID
116379	10	54	112	2744	GRID
116380	10	41	105	3080	GRID
116381	10	30	96	2408	GRID
116382	10	41	105	746	GRID
116383	10	23	94	3414	GRID
116384	10	50	113	4420	GRID
116385	10	33	98	3078	GRID
116386	10	53	106	2414	GRID
116387	10	56	118	88	GRID
116388	10	23	93	1414	GRID
116389	10	33	98	3748	GRID
116390	10	30	96	2074	GRID
116391	10	49	105	3752	GRID
116392	10	34	97	2742	GRID
116393	10	30	92	1078	GRID
116394	10	26	92	4424	GRID
116395	10	30	97	4422	GRID
116396	10	59	116	1080	GRID
116397	10	34	97	4420	GRID
116398	10	58	115	2744	GRID
116399	10	24	94	2076	GRID
116400	10	58	116	4422	GRID
116401	11	128	91	90	GRID
116402	10	49	104	2414	GRID
116403	10	55	113	4088	GRID
116404	10	57	114	1412	GRID
116405	10	189	107	5104	GRID
116406	10	49	111	4758	GRID
116407	10	30	92	1410	GRID
116408	10	23	93	3082	GRID
116409	10	55	112	1078	GRID
116410	10	35	101	4084	GRID
116411	10	50	114	2406	GRID
116412	10	45	105	1744	GRID
116413	10	30	98	3080	GRID
116414	10	45	105	1412	GRID
116415	10	23	95	3082	GRID
116416	10	120	91	754	GRID
116417	10	45	104	3750	GRID
116418	10	64	108	5100	GRID
116419	10	24	93	3416	GRID
116420	10	78	91	5096	GRID
116421	10	27	95	1740	GRID
116422	10	183	106	5098	GRID
116423	10	184	112	5098	GRID
116424	10	182	109	5100	GRID
116425	10	185	113	5098	GRID
116426	10	176	102	5098	GRID
116427	10	26	113	3750	GRID
116428	10	45	92	4422	GRID
116429	10	55	105	5098	GRID
116430	10	39	91	4758	GRID
116431	10	186	107	5100	GRID
116432	10	50	102	1740	GRID
116433	10	184	100	5098	GRID
116434	10	184	113	5098	GRID
116435	10	158	106	5100	GRID
116436	10	186	111	5102	GRID
116437	10	161	94	5098	GRID
116438	10	185	114	5098	GRID
116439	10	185	98	4760	GRID
116440	10	199	121	5098	GRID
116441	10	184	99	5098	GRID
116442	10	155	94	5098	GRID
116443	10	50	99	3414	GRID
116444	10	175	115	5100	GRID
116445	10	187	96	4764	GRID
116446	10	184	114	5098	GRID
116448	10	190	95	4762	GRID
116449	10	59	95	1410	GRID
116450	10	186	108	5098	GRID
116451	10	185	118	5102	GRID
116452	10	86	115	4762	GRID
116453	10	183	109	5100	GRID
116454	10	186	113	5098	GRID
116455	10	157	94	5100	GRID
116457	11	115	117	424	GRID
116458	10	198	102	5100	GRID
116459	10	58	93	5098	GRID
116460	10	183	100	5100	GRID
116461	10	186	105	5098	GRID
116462	10	184	94	4762	GRID
116463	10	201	97	4758	GRID
116464	10	196	117	5098	GRID
116465	10	201	97	4422	GRID
116466	10	197	115	4760	GRID
116467	10	198	120	5096	GRID
116468	10	198	108	4760	GRID
116469	10	201	109	5098	GRID
116470	10	196	110	1088	GRID
116471	10	197	107	2748	GRID
116472	10	197	103	4760	GRID
116473	10	197	102	4086	GRID
116474	10	199	102	4422	GRID
116475	10	196	97	3414	GRID
116476	10	191	99	2746	GRID
116477	10	200	120	5100	GRID
116478	10	188	91	4422	GRID
116479	10	197	102	4764	GRID
116480	10	198	94	4762	GRID
116481	10	200	102	4422	GRID
116482	10	196	119	5098	GRID
116483	10	189	111	4756	GRID
116484	10	200	97	3748	GRID
116485	10	201	111	5098	GRID
116486	10	192	114	5098	GRID
116487	10	197	118	4760	GRID
116488	10	201	112	5096	GRID
116489	10	201	94	2744	GRID
116490	10	200	106	5098	GRID
116491	10	190	101	2412	GRID
116492	10	197	104	4760	GRID
116493	10	197	114	4762	GRID
116494	10	198	95	4760	GRID
116495	10	199	106	4760	GRID
116496	10	199	105	4760	GRID
116497	10	196	97	4760	GRID
116498	10	201	96	4760	GRID
116499	10	198	121	5098	GRID
116500	10	197	102	3078	GRID
116501	10	200	102	3748	GRID
116502	10	179	114	5100	GRID
116503	10	58	116	78	GRID
116504	10	49	106	3750	GRID
116505	10	34	101	2078	GRID
116506	10	53	107	3752	GRID
116507	10	27	97	3750	GRID
116508	10	56	115	5100	GRID
116509	10	29	91	744	GRID
116510	10	55	121	3078	GRID
116511	10	50	114	2738	GRID
116512	10	53	120	5098	GRID
116513	10	31	99	1742	GRID
116514	10	51	111	2412	GRID
116515	10	59	118	4762	GRID
116516	10	52	107	2078	GRID
116517	10	53	113	1082	GRID
116518	10	38	104	2080	GRID
116519	10	27	91	742	GRID
116520	10	55	114	3748	GRID
116521	10	48	105	3416	GRID
116522	10	54	113	2410	GRID
116523	10	58	119	2408	GRID
116524	10	54	113	1408	GRID
116525	10	52	106	2748	GRID
116526	11	123	95	90	GRID
116527	10	41	111	2746	GRID
116528	10	53	107	2742	GRID
116529	10	39	107	1416	GRID
116530	10	39	96	82	GRID
116531	10	66	122	2412	GRID
116532	10	31	99	1080	GRID
116533	10	27	92	4424	GRID
116534	10	52	112	410	GRID
116535	10	56	116	1082	GRID
116536	10	33	99	4424	GRID
116537	10	55	116	1744	GRID
116538	10	55	114	3078	GRID
116539	10	59	118	2748	GRID
116540	10	38	106	1416	GRID
116541	10	39	105	2744	GRID
116542	10	58	117	5098	GRID
116543	10	41	110	2076	GRID
116544	10	44	107	2744	GRID
116545	10	42	112	3078	GRID
116546	10	39	106	1410	GRID
116547	10	24	109	88	GRID
116548	10	40	108	2744	GRID
116549	10	118	112	92	GRID
116550	10	39	105	1410	GRID
116551	10	53	115	2408	GRID
116552	10	49	118	4424	GRID
116553	10	52	114	4420	GRID
116554	10	46	113	4084	GRID
116555	10	58	120	1410	GRID
116556	10	49	115	4084	GRID
116557	10	49	112	2410	GRID
116558	10	51	113	2410	GRID
116559	10	37	103	1750	GRID
116560	10	175	91	2084	GRID
116561	10	60	112	3076	GRID
116562	10	31	96	2074	GRID
116563	10	50	119	1410	GRID
116564	10	58	120	1078	GRID
116565	10	45	111	2410	GRID
116566	10	40	105	78	GRID
116567	10	30	102	2410	GRID
116568	10	30	99	2748	GRID
116569	10	59	106	748	GRID
116570	10	42	107	1742	GRID
116571	10	38	105	2746	GRID
116572	10	32	102	1416	GRID
116573	10	30	99	3082	GRID
116574	10	41	110	2744	GRID
116575	10	49	116	4762	GRID
116576	10	43	112	3414	GRID
116577	10	29	99	4760	GRID
116578	10	58	121	748	GRID
116579	10	52	117	3416	GRID
116580	10	47	110	90	GRID
116581	10	52	108	2410	GRID
116582	10	62	106	5098	GRID
116583	10	82	114	1412	GRID
116584	10	71	91	4084	GRID
116585	10	81	114	2748	GRID
116586	10	79	99	412	GRID
116587	10	82	116	3750	GRID
116588	10	85	117	1414	GRID
116589	10	23	121	2084	GRID
116590	10	85	117	3082	GRID
116591	10	80	113	746	GRID
116592	10	80	114	3082	GRID
116593	10	84	115	5100	GRID
116594	10	84	113	1412	GRID
116595	10	80	113	3752	GRID
116596	10	23	120	754	GRID
116597	10	77	115	2416	GRID
116598	10	81	114	3082	GRID
116599	10	76	114	1084	GRID
116600	10	77	115	1752	GRID
116601	10	85	117	1082	GRID
116602	10	83	115	1082	GRID
116603	10	80	113	3082	GRID
116604	10	82	115	4088	GRID
116605	10	71	111	5098	GRID
116606	10	63	121	756	GRID
116607	10	83	115	5100	GRID
116608	10	73	113	3750	GRID
116609	10	84	116	86	GRID
116610	10	83	115	2748	GRID
116611	10	41	93	88	GRID
116612	10	82	116	3416	GRID
116613	10	79	114	3750	GRID
116614	10	84	115	1414	GRID
116615	10	83	115	4424	GRID
116616	10	73	114	5098	GRID
116617	10	84	117	3752	GRID
116618	10	83	113	1410	GRID
116619	10	81	115	5100	GRID
116620	10	71	105	1080	GRID
116621	10	176	122	420	GRID
116622	10	23	121	1752	GRID
116623	10	48	106	418	GRID
116624	10	34	102	5098	GRID
116625	10	48	106	1078	GRID
116626	10	86	121	92	GRID
116627	10	57	117	4426	GRID
116628	10	24	95	1086	GRID
116629	10	29	98	5100	GRID
116630	10	201	114	4758	GRID
116631	10	54	115	750	GRID
116632	10	34	99	1078	GRID
116633	10	59	121	4760	GRID
116634	10	53	114	3748	GRID
116635	10	75	92	420	GRID
116636	10	50	115	2074	GRID
116637	10	28	98	4760	GRID
116638	10	46	112	1742	GRID
116639	10	68	122	1414	GRID
116640	10	43	103	742	GRID
116641	10	49	107	1744	GRID
116642	10	28	96	2076	GRID
116643	10	34	102	4424	GRID
116644	10	51	111	414	GRID
116645	10	35	99	2746	GRID
116646	10	52	112	5098	GRID
116647	10	43	103	1076	GRID
116648	10	47	108	2744	GRID
116649	10	45	106	1076	GRID
116650	10	62	108	3752	GRID
116651	10	35	100	746	GRID
116652	10	23	94	744	GRID
116653	10	36	102	1746	GRID
116654	10	34	97	1410	GRID
116655	10	26	92	3076	GRID
116656	10	47	107	1078	GRID
116657	10	36	102	1414	GRID
116658	10	57	115	3082	GRID
116659	10	24	95	750	GRID
116660	10	57	117	3752	GRID
116661	10	51	112	3414	GRID
116662	10	32	100	5096	GRID
116663	10	51	113	4422	GRID
116664	10	51	111	1744	GRID
116665	10	44	106	746	GRID
116666	10	43	116	748	GRID
116667	10	56	118	2410	GRID
116668	10	44	107	3748	GRID
116669	10	52	108	1410	GRID
116670	10	26	98	4422	GRID
116671	11	165	92	90	GRID
116672	10	54	116	1414	GRID
116673	10	50	116	1412	GRID
116674	10	27	96	1410	GRID
116675	10	30	100	2412	GRID
116676	10	60	114	4086	GRID
116677	10	58	119	1740	GRID
116678	11	173	98	422	GRID
116679	10	58	120	4760	GRID
116680	10	60	107	2744	GRID
116681	10	61	106	5100	GRID
116682	10	51	113	3080	GRID
116683	10	44	106	2742	GRID
116684	10	51	113	3748	GRID
116685	10	54	117	4428	GRID
116686	10	26	91	3414	GRID
116687	10	54	117	2420	GRID
116688	10	69	107	5098	GRID
116689	10	41	108	2412	GRID
116690	10	36	103	4758	GRID
116691	10	56	121	2412	GRID
116692	10	49	108	1412	GRID
116693	10	45	111	4422	GRID
116694	10	38	105	4424	GRID
116695	10	52	108	1744	GRID
116696	10	31	101	3414	GRID
116697	10	59	121	3752	GRID
116698	10	51	112	2744	GRID
116699	10	26	91	3078	GRID
116700	10	113	98	754	GRID
116701	10	58	122	4086	GRID
116702	10	27	98	4422	GRID
116703	10	53	114	5098	GRID
116704	10	60	113	3416	GRID
116705	10	39	104	2076	GRID
116706	10	55	115	1414	GRID
116707	10	27	96	5098	GRID
116708	10	32	99	3752	GRID
116709	10	53	114	4420	GRID
116710	10	57	117	746	GRID
116711	10	32	102	3414	GRID
116712	10	33	100	3414	GRID
116713	10	59	118	3416	GRID
116714	10	48	106	5098	GRID
116715	10	29	98	2746	GRID
116716	10	59	121	5098	GRID
116717	10	34	100	1414	GRID
116718	10	25	95	3080	GRID
116719	10	46	112	2410	GRID
116720	10	58	118	3752	GRID
116721	10	53	113	3412	GRID
116722	10	61	106	3750	GRID
116723	10	34	101	3412	GRID
116724	10	56	117	5100	GRID
116725	10	48	106	2410	GRID
116726	10	176	97	4422	GRID
116727	10	44	103	1414	GRID
116728	10	48	105	3748	GRID
116729	10	42	104	4422	GRID
116730	10	68	118	756	GRID
116731	10	30	98	412	GRID
116732	10	30	99	5102	GRID
116733	10	58	118	2414	GRID
116734	10	56	117	3750	GRID
116735	10	29	98	3080	GRID
116736	10	44	103	1080	GRID
116737	10	49	105	2414	GRID
116738	10	49	107	2076	GRID
116739	10	53	113	2410	GRID
116740	10	52	112	2412	GRID
116741	10	50	115	3076	GRID
116742	10	57	117	1412	GRID
116743	10	24	94	3080	GRID
116744	10	56	113	4762	GRID
116745	10	50	112	1410	GRID
116746	10	50	111	3752	GRID
116747	10	51	108	1742	GRID
116748	10	56	113	4422	GRID
116749	10	60	122	4086	GRID
116750	10	51	108	3750	GRID
116751	10	35	99	5102	GRID
116752	10	57	113	2412	GRID
116753	10	29	91	3080	GRID
116754	11	184	98	94	GRID
116755	10	59	115	2410	GRID
116756	10	25	94	744	GRID
116757	10	38	101	3414	GRID
116758	10	50	112	3412	GRID
116759	10	45	104	2414	GRID
116760	10	58	114	750	GRID
116761	10	54	111	1744	GRID
116762	10	44	102	3750	GRID
116763	10	28	95	1414	GRID
116764	10	30	96	3412	GRID
116765	10	59	115	1080	GRID
116766	10	28	95	1082	GRID
116767	10	50	110	1084	GRID
116768	10	31	91	3076	GRID
116769	10	29	96	4760	GRID
116770	10	46	122	3080	GRID
116771	10	41	104	3416	GRID
116772	10	24	93	5098	GRID
116773	10	58	114	2746	GRID
116774	10	25	93	2076	GRID
116775	10	45	103	1412	GRID
116776	10	25	93	2410	GRID
116777	10	56	113	3752	GRID
116778	10	50	112	3078	GRID
116779	10	24	93	4086	GRID
116780	10	41	104	3750	GRID
116781	10	30	91	3416	GRID
116782	11	194	116	90	GRID
116783	10	35	97	750	GRID
116784	10	24	93	412	GRID
116785	10	57	114	4760	GRID
116786	10	29	96	4084	GRID
116787	10	38	102	4422	GRID
116788	10	81	106	756	GRID
116789	10	59	116	4424	GRID
116790	10	38	103	3080	GRID
116791	10	59	117	3414	GRID
116792	10	38	103	1742	GRID
116793	10	25	95	3416	GRID
116794	10	57	114	1078	GRID
116795	10	35	97	2408	GRID
116796	10	54	112	2410	GRID
116797	10	45	105	4422	GRID
116798	10	57	115	1744	GRID
116799	10	39	102	1744	GRID
116800	10	38	103	750	GRID
116801	10	79	114	424	GRID
116802	10	56	113	1410	GRID
116803	10	26	95	748	GRID
116804	10	55	112	1742	GRID
116805	10	27	91	4758	GRID
116806	10	38	101	2746	GRID
116807	10	45	107	424	GRID
116808	10	39	103	5098	GRID
116809	10	23	93	4422	GRID
116810	10	35	97	2742	GRID
116811	10	54	101	420	GRID
116812	10	49	104	2746	GRID
116813	10	40	103	4760	GRID
116814	10	39	103	4422	GRID
116815	10	46	111	4762	GRID
116816	10	30	91	3084	GRID
116817	10	23	93	3752	GRID
116818	10	33	98	1410	GRID
116819	10	41	105	5100	GRID
116820	10	38	101	2080	GRID
116821	10	28	91	2412	GRID
116822	10	47	107	414	GRID
116823	10	60	94	5098	GRID
116824	10	53	113	3078	GRID
116825	10	40	106	4088	GRID
116826	10	56	121	4762	GRID
116827	10	33	101	4084	GRID
116828	10	46	110	4764	GRID
116829	10	121	94	756	GRID
116830	10	40	106	3416	GRID
116831	10	190	91	1086	GRID
116832	10	57	114	748	GRID
116833	10	26	95	5100	GRID
116834	10	41	107	4424	GRID
116835	10	59	118	4086	GRID
116836	10	38	101	4086	GRID
116837	10	31	91	2076	GRID
116838	10	35	100	414	GRID
116839	10	48	106	4762	GRID
116840	10	30	98	5098	GRID
116841	10	50	111	4762	GRID
116842	10	52	107	1078	GRID
116843	10	59	118	3080	GRID
116844	10	23	94	3078	GRID
116845	10	54	111	1412	GRID
116846	10	54	115	4422	GRID
116847	10	52	106	1746	GRID
116848	10	39	104	5098	GRID
116849	10	25	93	1410	GRID
116850	10	27	91	3750	GRID
116851	10	74	100	426	GRID
116852	10	66	107	5100	GRID
116853	10	78	115	5098	GRID
116854	10	40	105	3418	GRID
116855	10	40	104	2410	GRID
116856	10	41	106	1084	GRID
116857	10	25	93	414	GRID
116858	10	156	108	428	GRID
116859	10	37	103	5100	GRID
116860	10	34	99	1412	GRID
116861	10	30	92	2410	GRID
116862	10	34	101	1414	GRID
116863	10	49	122	1412	GRID
116864	10	31	100	2744	GRID
116865	10	61	112	5100	GRID
116866	10	50	116	4424	GRID
116867	10	57	118	2080	GRID
116868	10	25	98	5096	GRID
116869	10	57	121	3078	GRID
116870	10	28	98	2746	GRID
116871	10	60	111	2080	GRID
116872	10	53	113	2742	GRID
116873	10	174	113	756	GRID
116874	10	32	100	1410	GRID
116875	11	191	112	90	GRID
116876	10	55	116	1410	GRID
116877	10	37	103	3414	GRID
116878	10	58	119	3748	GRID
116879	10	33	101	1746	GRID
116880	10	29	97	3750	GRID
116881	10	58	118	752	GRID
116882	10	48	106	3414	GRID
116883	10	54	116	4424	GRID
116884	10	54	115	4086	GRID
116885	10	50	115	1742	GRID
116886	10	33	101	1082	GRID
116887	10	52	112	2742	GRID
116888	10	32	100	2410	GRID
116889	10	51	110	1082	GRID
116890	10	48	107	3414	GRID
116891	10	177	91	1082	GRID
116892	10	41	107	1412	GRID
116893	10	80	122	2414	GRID
116894	10	29	121	422	GRID
116895	10	47	108	1076	GRID
116896	10	43	103	2408	GRID
116897	10	51	111	3080	GRID
116898	10	28	97	4762	GRID
116899	10	39	105	412	GRID
116900	10	57	118	750	GRID
116901	10	54	116	4088	GRID
116902	10	37	97	1746	GRID
116903	10	77	122	90	GRID
116904	10	38	99	2410	GRID
116905	10	37	98	1750	GRID
116906	11	160	109	92	GRID
116907	10	35	96	3412	GRID
116908	10	37	98	1084	GRID
116909	10	35	92	1076	GRID
116910	10	40	122	4088	GRID
116911	10	70	102	92	GRID
116912	10	46	105	2744	GRID
116913	10	61	111	5100	GRID
116914	10	58	111	416	GRID
116915	10	31	93	1416	GRID
116916	10	45	102	3078	GRID
116917	10	88	104	426	GRID
116918	10	31	93	2410	GRID
116919	10	54	108	4082	GRID
116920	10	30	93	1746	GRID
116921	10	42	101	1746	GRID
116922	10	45	102	3412	GRID
116923	10	32	95	1408	GRID
116924	10	85	122	3752	GRID
116925	10	29	93	4088	GRID
116926	10	38	100	3414	GRID
116927	10	36	96	1082	GRID
116928	10	46	105	3750	GRID
116929	10	36	98	4426	GRID
116930	10	44	101	78	GRID
116931	10	30	94	410	GRID
116932	10	46	105	4086	GRID
116933	10	138	107	424	GRID
116934	10	30	95	1742	GRID
116935	10	31	95	3750	GRID
116936	10	37	98	2746	GRID
116937	10	27	94	4424	GRID
116938	10	38	99	2078	GRID
116939	10	23	122	4760	GRID
116940	10	32	95	1742	GRID
116941	10	28	93	2746	GRID
116942	10	46	107	1744	GRID
116943	10	51	106	1744	GRID
116944	10	56	112	4422	GRID
116945	10	57	112	2410	GRID
116946	10	55	111	4758	GRID
116947	10	60	108	5098	GRID
116948	10	40	101	408	GRID
116949	10	60	110	4758	GRID
116950	10	40	101	78	GRID
116951	10	58	114	5098	GRID
116952	10	40	102	5098	GRID
116953	10	34	92	3414	GRID
116954	10	127	116	94	GRID
116955	10	58	113	4760	GRID
116956	10	47	106	5100	GRID
116957	10	56	111	1078	GRID
116958	10	38	100	410	GRID
116959	10	50	108	2076	GRID
116960	10	50	108	2410	GRID
116961	10	36	97	4424	GRID
116962	10	34	92	3078	GRID
116963	10	57	112	3078	GRID
116964	10	51	106	1410	GRID
116965	10	41	103	4422	GRID
116966	10	37	99	1410	GRID
116967	10	58	113	4422	GRID
116968	10	40	101	1074	GRID
116969	10	51	106	3414	GRID
116970	10	37	99	1078	GRID
116971	10	57	112	2744	GRID
116972	10	47	105	1082	GRID
116973	10	51	106	2744	GRID
116974	10	36	97	3752	GRID
116975	10	29	95	2742	GRID
116976	10	41	103	3412	GRID
116977	10	72	122	2078	GRID
116978	10	26	94	2744	GRID
116979	10	51	106	1078	GRID
116980	10	41	103	3078	GRID
116981	10	39	101	1076	GRID
116982	10	54	111	4422	GRID
116983	10	60	107	1746	GRID
116984	10	25	93	4084	GRID
116985	10	57	113	4424	GRID
116986	10	24	94	4422	GRID
116987	10	26	93	4422	GRID
116988	10	26	94	1078	GRID
116989	10	59	114	2078	GRID
116990	10	58	113	2076	GRID
116991	10	45	103	2412	GRID
116992	10	58	113	1742	GRID
116993	10	80	93	424	GRID
116994	10	28	95	3750	GRID
116995	10	55	112	5098	GRID
116996	10	47	107	4086	GRID
116997	10	47	107	5100	GRID
116998	10	44	103	5098	GRID
116999	10	44	106	86	GRID
117000	10	58	113	1410	GRID
117001	10	29	95	1080	GRID
117002	10	47	106	1084	GRID
117003	10	118	98	90	GRID
117004	10	69	105	92	GRID
117005	10	87	105	758	GRID
117006	10	27	93	2076	GRID
117007	10	29	95	1412	GRID
117008	10	51	107	414	GRID
117009	10	52	106	4762	GRID
117010	10	126	99	88	GRID
117011	10	61	108	1078	GRID
117012	10	28	95	3416	GRID
117013	10	35	98	412	GRID
117014	10	51	107	1078	GRID
117015	10	24	94	4758	GRID
117016	10	58	113	1078	GRID
117017	10	59	114	2412	GRID
117018	10	44	102	4424	GRID
117019	10	73	99	5096	GRID
117020	10	55	111	744	GRID
117021	10	34	96	2076	GRID
117022	10	45	105	3416	GRID
117023	11	179	98	94	GRID
117024	10	35	100	3078	GRID
117025	10	30	92	748	GRID
117026	10	23	95	4086	GRID
117027	10	40	104	3414	GRID
117028	10	24	93	744	GRID
117029	10	33	98	744	GRID
117030	10	53	112	4422	GRID
117031	10	35	100	1412	GRID
117032	10	35	99	3750	GRID
117033	10	49	104	748	GRID
117034	10	179	100	1088	GRID
117035	10	23	95	1078	GRID
117036	10	29	96	2744	GRID
117037	10	51	122	3414	GRID
117038	10	35	99	1414	GRID
117039	10	23	94	4086	GRID
117040	10	53	112	5098	GRID
117041	10	30	98	4764	GRID
117042	10	49	105	2746	GRID
117043	10	56	114	1748	GRID
117044	10	60	107	4084	GRID
117045	10	42	103	1412	GRID
117046	10	25	95	2748	GRID
117047	10	58	115	1078	GRID
117048	10	25	95	2414	GRID
117049	10	35	99	2080	GRID
117050	10	29	92	2080	GRID
117051	10	46	110	748	GRID
117052	10	23	94	1076	GRID
117053	10	61	106	4088	GRID
117054	10	35	99	2414	GRID
117055	10	57	114	2746	GRID
117056	10	30	101	86	GRID
117057	10	49	106	4422	GRID
117058	10	50	114	4756	GRID
117059	10	24	94	2412	GRID
117060	10	39	103	2082	GRID
117061	10	32	98	3414	GRID
117062	10	35	97	3076	GRID
117063	10	30	97	2074	GRID
117064	10	100	100	424	GRID
117065	10	49	106	4086	GRID
117066	10	45	103	1078	GRID
117067	10	37	102	2078	GRID
117068	10	30	97	1742	GRID
117069	10	41	104	1748	GRID
117070	10	41	104	2078	GRID
117071	10	30	97	1410	GRID
117072	10	47	107	746	GRID
117073	10	58	116	2742	GRID
117074	10	24	95	4086	GRID
117075	10	38	101	3080	GRID
117076	10	41	106	1750	GRID
117077	10	47	108	5100	GRID
117078	10	31	98	5098	GRID
117079	10	50	114	4080	GRID
117080	10	49	110	3748	GRID
117081	10	85	99	92	GRID
117082	10	49	110	3414	GRID
117083	10	56	114	1414	GRID
117084	10	58	116	2076	GRID
117085	10	48	104	4424	GRID
117086	10	38	122	1746	GRID
117087	10	24	95	2414	GRID
117088	10	58	116	1410	GRID
117089	10	43	102	4422	GRID
117090	10	25	95	4760	GRID
117091	10	41	105	3414	GRID
117092	10	56	113	746	GRID
117093	10	58	115	4424	GRID
117094	10	39	103	2748	GRID
117095	10	33	98	1744	GRID
117096	10	31	91	2744	GRID
117097	10	23	93	4758	GRID
117098	10	30	91	1084	GRID
117099	10	56	114	5098	GRID
117100	10	43	102	4760	GRID
117101	10	45	104	3080	GRID
117102	10	55	115	1082	GRID
117103	10	50	115	2740	GRID
117104	10	58	120	1744	GRID
117105	10	57	118	5100	GRID
117106	10	37	103	2082	GRID
117107	10	43	103	3412	GRID
117108	10	52	107	4424	GRID
117109	10	27	91	3078	GRID
117110	10	30	99	1412	GRID
117111	10	55	115	750	GRID
117112	11	152	103	92	GRID
117113	10	50	115	4420	GRID
117114	10	59	119	4424	GRID
117115	10	49	107	2410	GRID
117116	10	33	99	1412	GRID
117117	10	58	120	2410	GRID
117118	10	31	98	1076	GRID
117119	10	52	107	3078	GRID
117120	10	56	116	2076	GRID
117121	10	142	98	1088	GRID
117122	10	54	101	752	GRID
117123	10	51	110	2410	GRID
117124	10	54	114	2076	GRID
117125	10	51	114	5098	GRID
117126	10	31	98	412	GRID
117127	10	53	108	5100	GRID
117128	10	26	92	4084	GRID
117129	10	55	117	5102	GRID
117130	10	31	99	4424	GRID
117131	10	59	119	4086	GRID
117132	10	56	118	5100	GRID
117133	10	56	116	3078	GRID
117134	10	33	100	4086	GRID
117135	10	59	119	1410	GRID
117136	10	30	98	744	GRID
117137	10	55	115	2744	GRID
117138	10	41	107	2412	GRID
117139	10	54	114	1744	GRID
117140	10	53	108	4086	GRID
117141	10	55	115	1742	GRID
117142	10	54	114	2410	GRID
117143	10	61	106	1744	GRID
117144	10	58	120	2744	GRID
117145	10	38	102	3414	GRID
117146	10	25	95	1416	GRID
117147	10	49	106	1076	GRID
117148	10	40	106	4762	GRID
117149	10	25	94	1078	GRID
117150	10	42	104	5098	GRID
117151	10	40	106	5100	GRID
117152	10	48	104	1082	GRID
117153	10	36	99	2078	GRID
117154	10	34	99	3078	GRID
117155	10	131	120	5096	GRID
117156	10	46	100	750	GRID
117157	10	50	111	1746	GRID
117158	10	38	104	1746	GRID
117159	10	34	102	3416	GRID
117160	10	193	101	1412	GRID
117161	10	39	102	1078	GRID
117162	10	54	115	2076	GRID
117163	10	57	121	1748	GRID
117164	10	26	93	746	GRID
117165	10	58	115	1744	GRID
117166	10	26	96	3412	GRID
117167	10	46	110	1412	GRID
117168	10	28	96	2408	GRID
117169	10	44	102	4086	GRID
117170	10	34	101	2408	GRID
117171	10	57	115	4422	GRID
117172	10	27	98	5100	GRID
117173	10	40	104	746	GRID
117174	10	38	104	1414	GRID
117175	10	39	105	4422	GRID
117176	10	31	91	1742	GRID
117177	10	48	107	1076	GRID
117178	10	39	104	748	GRID
117179	10	39	105	1076	GRID
117180	10	54	114	2742	GRID
117181	10	37	102	2412	GRID
117182	10	34	99	5100	GRID
117183	10	24	94	1746	GRID
117184	10	50	113	4086	GRID
117185	10	50	113	4760	GRID
117186	10	25	95	4086	GRID
117187	10	47	122	4426	GRID
117188	10	41	106	3412	GRID
117189	10	49	107	4422	GRID
117190	10	58	115	2410	GRID
117191	10	35	100	3750	GRID
117192	10	48	105	4762	GRID
117193	10	50	113	5098	GRID
117194	11	179	115	90	GRID
