Bin	Content	X	Y	Depth	Mode
176650	10	178	95	4086	GRID
176651	10	178	94	3750	GRID
176652	10	178	117	420	GRID
176653	10	180	117	2086	GRID
176654	10	45	105	88	GRID
176655	10	180	95	3752	GRID
176656	10	177	117	3080	GRID
176657	10	110	109	94	GRID
176658	10	180	98	4424	GRID
176659	10	181	95	3080	GRID
176660	10	111	97	90	GRID
176661	10	177	117	2412	GRID
176662	10	180	98	4088	GRID
176663	10	181	94	1746	GRID
176664	10	180	120	2076	GRID
176665	10	194	107	758	GRID
176666	10	179	94	3414	GRID
176667	10	181	94	1086	GRID
176668	10	109	118	4426	GRID
176669	10	179	117	3418	GRID
176670	10	180	98	3750	GRID
176671	10	180	91	4422	GRID
176672	10	177	117	2080	GRID
176673	10	179	118	3414	GRID
176674	10	176	96	3418	GRID
176675	10	199	93	3084	GRID
176676	10	175	97	1082	GRID
176677	10	174	97	4086	GRID
176678	10	175	97	2414	GRID
176679	10	174	99	3414	GRID
176680	10	173	101	746	GRID
176681	10	175	94	3416	GRID
176682	10	175	97	750	GRID
176683	10	175	99	748	GRID
176684	10	174	94	2416	GRID
176685	10	176	116	2414	GRID
176686	10	173	118	2080	GRID
176687	10	173	98	4086	GRID
176688	10	175	100	1080	GRID
176689	10	175	116	750	GRID
176690	10	173	120	2080	GRID
176691	10	174	95	2752	GRID
176692	10	175	95	1746	GRID
176693	10	176	117	4088	GRID
176694	10	175	117	1414	GRID
176695	10	174	98	3750	GRID
176696	10	174	94	3750	GRID
176697	10	179	108	1416	GRID
176698	10	176	116	1082	GRID
176699	10	173	99	1080	GRID
176700	10	173	99	2744	GRID
176701	10	173	94	3080	GRID
176702	10	173	101	1412	GRID
176703	10	176	117	3416	GRID
176704	10	174	96	1090	GRID
176705	10	173	95	1746	GRID
176706	10	174	101	3750	GRID
176707	10	176	99	4086	GRID
176708	10	175	98	4088	GRID
176709	10	173	97	4088	GRID
176710	10	173	118	1414	GRID
176711	10	174	98	1080	GRID
176712	10	175	96	1414	GRID
176713	10	175	98	3418	GRID
176714	10	179	119	3750	GRID
176715	10	31	118	90	GRID
176716	10	177	119	1420	GRID
176717	10	186	115	1080	GRID
176718	10	176	119	1746	GRID
176719	10	186	115	414	GRID
176720	10	185	116	2082	GRID
176721	10	185	116	1752	GRID
176722	10	186	116	3752	GRID
176723	10	196	101	4086	GRID
176724	10	187	117	2746	GRID
176725	10	175	121	750	GRID
176726	10	187	118	3080	GRID
176727	11	190	92	424	GRID
176728	10	181	111	426	GRID
176729	10	186	116	2080	GRID
176730	10	185	114	1086	GRID
176731	10	187	118	3750	GRID
176732	10	179	121	4424	GRID
176733	10	187	117	3752	GRID
176734	10	186	116	4086	GRID
176735	10	177	119	2412	GRID
176736	10	187	118	2748	GRID
176737	10	185	115	2078	GRID
176738	10	187	118	4086	GRID
176739	10	176	119	1414	GRID
176740	10	187	118	4422	GRID
176741	10	178	120	3414	GRID
176742	10	187	116	748	GRID
176743	10	175	121	418	GRID
176744	10	175	118	424	GRID
176745	10	41	100	1084	GRID
176746	10	175	119	416	GRID
176747	10	186	115	748	GRID
176748	10	186	115	3080	GRID
176749	10	175	119	750	GRID
176750	10	186	115	2746	GRID
176751	11	158	115	98	GRID
176752	10	185	115	3416	GRID
176753	10	169	112	424	GRID
176754	10	84	94	422	GRID
176755	10	180	97	1082	GRID
176756	10	179	96	1088	GRID
176757	10	180	99	2412	GRID
176758	10	178	98	2746	GRID
176759	10	176	98	2418	GRID
176760	10	180	91	754	GRID
176761	10	180	99	1086	GRID
176762	10	178	98	3414	GRID
176763	10	177	99	4422	GRID
176764	10	183	101	4086	GRID
176765	11	189	93	94	GRID
176766	10	179	100	3750	GRID
176767	10	149	106	92	GRID
176768	10	180	96	1414	GRID
176769	11	193	112	424	GRID
176770	10	199	92	1418	GRID
176771	10	177	99	4086	GRID
176772	10	180	96	748	GRID
176773	10	191	101	3752	GRID
176774	10	181	99	754	GRID
176775	10	174	97	1418	GRID
176776	10	176	103	3750	GRID
176777	10	174	100	3414	GRID
176778	10	179	96	1746	GRID
176779	10	177	97	3080	GRID
176780	10	181	97	418	GRID
176781	10	173	100	1744	GRID
176782	10	177	99	3750	GRID
176783	10	179	96	1414	GRID
176784	10	181	99	1080	GRID
176785	10	179	100	3414	GRID
176786	10	23	122	1084	GRID
176787	10	180	100	1086	GRID
176788	10	174	100	3750	GRID
176789	11	154	98	90	GRID
176790	10	180	99	1418	GRID
176791	10	179	99	3080	GRID
176792	10	193	99	2414	GRID
176793	10	170	121	1750	GRID
176794	10	170	121	2082	GRID
176795	10	175	115	2414	GRID
176796	10	173	95	3080	GRID
176797	10	173	119	3750	GRID
176798	10	173	121	3416	GRID
176799	10	174	120	4760	GRID
176800	10	174	115	2752	GRID
176801	10	181	104	90	GRID
176802	10	172	121	750	GRID
176803	10	173	94	1414	GRID
176804	10	177	117	1746	GRID
176805	10	174	117	748	GRID
176806	10	175	117	3752	GRID
176807	10	173	98	3414	GRID
176808	11	194	107	94	GRID
176809	10	173	102	4084	GRID
176810	10	175	98	3082	GRID
176811	10	175	114	3752	GRID
176812	10	171	121	1414	GRID
176813	10	173	120	3082	GRID
176814	10	174	113	424	GRID
176815	10	174	115	3754	GRID
176816	10	173	100	2744	GRID
176817	10	173	120	2746	GRID
176818	10	177	116	4422	GRID
176819	10	175	114	4088	GRID
176820	10	174	117	1414	GRID
176821	10	175	94	1744	GRID
176822	10	176	115	1746	GRID
176823	11	140	109	90	GRID
176824	10	173	120	4424	GRID
176825	10	175	96	4424	GRID
176826	10	174	98	4082	GRID
176827	10	175	115	4424	GRID
176828	10	176	115	4086	GRID
176829	10	173	120	4086	GRID
176830	10	174	118	3416	GRID
176831	10	47	104	86	GRID
176832	10	173	121	4760	GRID
176833	10	180	96	3752	GRID
176834	11	180	93	756	GRID
176835	10	176	96	3082	GRID
176836	10	181	97	1748	GRID
176837	10	181	99	2412	GRID
176838	10	181	96	2078	GRID
176839	10	177	96	1082	GRID
176840	10	181	97	3752	GRID
176841	10	179	98	3752	GRID
176842	10	190	101	424	GRID
176843	10	181	96	1744	GRID
176844	10	176	96	2414	GRID
176845	10	178	95	1746	GRID
176846	10	177	96	2414	GRID
176847	10	180	99	4424	GRID
176848	10	181	97	2080	GRID
176849	10	181	97	3416	GRID
176850	10	175	101	1088	GRID
176851	10	179	98	2748	GRID
176852	10	179	96	3080	GRID
176853	10	176	98	4086	GRID
176854	11	145	107	94	GRID
176855	10	41	98	82	GRID
176856	10	176	95	1754	GRID
176857	10	181	99	3416	GRID
176858	10	178	96	2412	GRID
176859	10	176	97	3752	GRID
176860	10	178	91	5096	GRID
176861	10	180	96	4424	GRID
176862	10	180	98	748	GRID
176863	10	181	99	3078	GRID
176864	10	180	97	3754	GRID
176865	10	178	96	2078	GRID
176866	10	181	96	2412	GRID
176867	10	179	95	416	GRID
176868	10	181	97	3084	GRID
176869	10	181	97	2748	GRID
176870	10	180	96	1080	GRID
176871	10	176	95	2750	GRID
176872	10	181	96	1080	GRID
176873	10	104	115	2084	GRID
176874	10	105	117	4426	GRID
176875	10	109	121	4088	GRID
176876	10	176	91	2748	GRID
176877	10	105	117	4762	GRID
176878	10	108	117	3752	GRID
176879	10	133	119	1088	GRID
176880	10	104	114	3084	GRID
176881	10	107	119	4424	GRID
176882	10	105	117	4088	GRID
176883	10	108	116	1422	GRID
176884	10	106	116	1748	GRID
176885	10	109	121	5102	GRID
176886	10	116	120	5100	GRID
176887	10	104	114	4764	GRID
176888	10	98	117	426	GRID
176889	10	112	118	1746	GRID
176890	10	114	121	3414	GRID
176891	10	105	114	1748	GRID
176892	10	106	117	2748	GRID
176893	10	104	115	3422	GRID
176894	10	106	117	2414	GRID
176895	10	105	114	3082	GRID
176896	10	118	120	5100	GRID
176897	10	109	92	88	GRID
176898	10	113	120	4760	GRID
176899	10	112	121	1414	GRID
176900	10	108	117	2746	GRID
176901	10	180	101	422	GRID
176902	10	201	103	420	GRID
176903	10	108	116	3752	GRID
176904	10	25	97	4086	GRID
176905	10	106	114	2080	GRID
176906	10	105	110	2078	GRID
176907	10	113	120	414	GRID
176908	10	112	121	3080	GRID
176909	10	106	117	3750	GRID
176910	10	104	115	2752	GRID
176911	10	107	116	3082	GRID
176912	10	78	109	426	GRID
176913	10	176	105	424	GRID
176914	10	176	95	2084	GRID
176915	10	181	99	1414	GRID
176916	10	176	103	3080	GRID
176917	10	180	97	1748	GRID
176918	10	179	100	2416	GRID
176919	10	179	96	2080	GRID
176920	10	181	118	92	GRID
176921	10	200	113	424	GRID
176922	10	178	98	4086	GRID
176923	10	179	99	3752	GRID
176924	10	180	99	3750	GRID
176925	10	180	100	2418	GRID
176926	10	175	96	1082	GRID
176927	11	110	91	90	GRID
176928	10	180	97	2414	GRID
176929	10	180	97	3086	GRID
176930	10	178	98	3080	GRID
176931	10	177	98	3750	GRID
176932	10	178	98	1752	GRID
176933	10	177	97	3752	GRID
176934	10	179	96	2746	GRID
176935	10	194	99	4086	GRID
176936	10	177	98	2412	GRID
176937	10	179	98	2086	GRID
176938	10	174	98	2080	GRID
176939	10	179	97	3416	GRID
176940	10	180	99	754	GRID
176941	10	183	120	424	GRID
176942	10	179	100	4420	GRID
176943	10	42	116	418	GRID
176944	10	180	99	3082	GRID
176945	10	174	99	3752	GRID
176946	10	180	100	1420	GRID
176947	10	178	98	3748	GRID
176948	10	180	96	418	GRID
176949	10	181	97	2414	GRID
176950	10	180	96	3080	GRID
176951	10	179	98	1754	GRID
176952	10	179	100	4088	GRID
176953	10	176	95	3416	GRID
176954	10	178	96	3080	GRID
176955	10	181	128	2	CLOSED
176956	10	177	98	1746	GRID
176957	10	180	120	2414	GRID
176958	10	177	95	1752	GRID
176959	10	181	99	2746	GRID
176960	10	179	99	2410	GRID
176961	10	198	107	752	GRID
176962	10	187	111	3752	GRID
176963	10	177	96	3082	GRID
176964	10	177	103	3416	GRID
176965	10	180	97	1416	GRID
176966	10	187	111	3416	GRID
176967	10	31	109	84	GRID
176968	10	60	109	422	GRID
176969	10	193	107	4426	GRID
176970	10	180	117	756	GRID
176971	10	177	99	3414	GRID
176972	10	178	95	2078	GRID
176973	11	171	107	422	GRID
176974	10	174	100	4086	GRID
176975	10	184	110	4088	GRID
176976	10	179	99	1748	GRID
176977	10	178	97	754	GRID
176978	10	187	112	4086	GRID
176979	10	39	93	84	GRID
176980	10	178	98	4422	GRID
176981	10	187	112	4424	GRID
176982	10	177	103	3750	GRID
176983	10	178	98	1418	GRID
176984	10	176	95	1090	GRID
176985	11	180	108	90	GRID
176986	10	178	98	1086	GRID
176987	10	179	98	2414	GRID
176988	10	179	97	4086	GRID
176989	10	176	101	1088	GRID
176990	10	176	103	2080	GRID
176991	10	184	99	422	GRID
176992	10	177	97	3416	GRID
176993	10	187	110	750	GRID
176994	10	178	99	1078	GRID
176995	10	178	91	4760	GRID
176996	10	77	109	94	GRID
176997	10	143	117	424	GRID
176998	10	186	110	4088	GRID
176999	10	177	99	2078	GRID
177000	10	178	100	2078	GRID
177001	10	187	110	418	GRID
177002	10	187	110	4090	GRID
177003	10	187	110	2748	GRID
177004	11	74	96	90	GRID
177005	10	187	112	3750	GRID
177006	10	177	103	3084	GRID
177007	11	195	121	92	GRID
177008	10	177	100	1078	GRID
177009	10	182	101	4086	GRID
177010	10	178	100	1744	GRID
177011	10	173	103	2078	GRID
177012	10	190	101	4760	GRID
177013	10	62	92	94	GRID
177014	10	93	103	92	GRID
177015	10	177	99	2412	GRID
177016	10	187	101	4422	GRID
177017	10	187	111	4088	GRID
177018	10	187	110	2416	GRID
177019	10	178	99	2078	GRID
177020	10	187	110	3418	GRID
177021	10	154	91	4088	GRID
177022	10	177	101	3748	GRID
177023	10	177	100	3748	GRID
177024	10	184	110	4424	GRID
177025	10	40	94	422	GRID
177026	10	177	100	2412	GRID
177027	10	187	112	3416	GRID
177028	10	187	110	2082	GRID
177029	10	177	100	4420	GRID
177030	10	177	100	2076	GRID
177031	10	177	100	3414	GRID
177032	10	177	100	746	GRID
177033	10	175	102	3750	GRID
177034	10	198	101	2082	GRID
177035	10	174	103	3750	GRID
177036	10	178	120	3080	GRID
177037	10	177	102	4420	GRID
177038	10	185	110	2748	GRID
177039	10	194	91	4086	GRID
177040	10	187	111	2414	GRID
177041	10	176	102	4088	GRID
177042	10	175	103	2412	GRID
177043	10	173	103	1744	GRID
177044	10	177	101	2746	GRID
177045	10	28	97	418	GRID
177046	10	152	94	1088	GRID
177047	11	186	116	92	GRID
177048	10	185	110	1748	GRID
177049	10	175	101	3414	GRID
177050	10	173	103	1412	GRID
177051	10	175	118	4086	GRID
177052	11	183	100	92	GRID
177053	10	174	103	2744	GRID
177054	10	174	102	2744	GRID
177055	10	177	100	1744	GRID
177056	10	177	102	4086	GRID
177057	10	176	102	4424	GRID
177058	10	174	119	3416	GRID
177059	10	174	102	1746	GRID
177060	10	177	101	2078	GRID
177061	10	177	99	1750	GRID
177062	10	177	103	2418	GRID
177063	10	176	118	3080	GRID
177064	10	180	91	3754	GRID
177065	10	176	101	2412	GRID
177066	10	175	103	3080	GRID
177067	10	175	101	3080	GRID
177068	10	185	110	2416	GRID
177069	10	174	101	746	GRID
177070	10	178	99	754	GRID
177071	10	173	121	1746	GRID
177072	10	184	115	4086	GRID
177073	10	177	101	2412	GRID
177074	10	177	103	2748	GRID
177075	10	184	114	3080	GRID
177076	10	177	102	3748	GRID
177077	10	176	102	3080	GRID
177078	10	184	116	2414	GRID
177079	10	175	103	3414	GRID
177080	10	175	102	2078	GRID
177081	11	174	97	424	GRID
177082	10	175	120	3750	GRID
177083	10	180	101	4422	GRID
177084	10	174	103	1414	GRID
177085	10	174	101	2412	GRID
177086	10	174	119	2078	GRID
177087	10	175	100	3082	GRID
177088	10	176	101	1746	GRID
177089	10	190	107	4424	GRID
177090	10	175	120	3416	GRID
177091	10	176	102	2746	GRID
177092	10	177	99	2746	GRID
177093	10	174	102	3080	GRID
177094	10	178	99	422	GRID
177095	10	176	100	3750	GRID
177096	10	174	118	756	GRID
177097	10	176	100	1414	GRID
177098	10	178	118	4086	GRID
177099	10	174	120	2078	GRID
177100	10	175	97	3082	GRID
177101	10	173	103	2410	GRID
177102	10	175	119	4762	GRID
177103	10	175	99	2414	GRID
177104	10	176	119	3750	GRID
177105	10	158	121	424	GRID
177106	10	173	97	1422	GRID
177107	10	173	103	3414	GRID
177108	10	173	101	412	GRID
177109	10	179	118	3078	GRID
177110	10	175	118	3750	GRID
177111	10	176	102	3748	GRID
177112	10	28	102	418	GRID
177113	10	186	110	4426	GRID
177114	10	178	100	1410	GRID
177115	11	181	96	92	GRID
177116	10	178	99	1746	GRID
177117	10	177	101	4086	GRID
177118	10	187	110	3084	GRID
177119	10	177	97	1414	GRID
177120	10	187	110	4426	GRID
177121	10	39	116	80	GRID
177122	10	185	110	4088	GRID
177123	10	185	118	422	GRID
177124	10	179	99	1078	GRID
177125	10	187	110	3752	GRID
177126	10	177	111	424	GRID
177127	10	179	91	2080	GRID
177128	10	178	100	2410	GRID
177129	10	187	110	1082	GRID
177130	10	185	110	3752	GRID
177131	10	175	100	2080	GRID
177132	10	178	99	2412	GRID
177133	10	175	103	4086	GRID
177134	10	178	99	3078	GRID
177135	10	176	101	3080	GRID
177136	10	179	99	2746	GRID
177137	10	178	99	1412	GRID
177138	10	175	100	1412	GRID
177139	10	196	101	418	GRID
177140	10	140	116	94	GRID
177141	10	178	100	1080	GRID
177142	10	178	99	4086	GRID
177143	10	179	97	1414	GRID
177144	11	130	93	90	GRID
177145	10	165	92	418	GRID
177146	10	175	102	2746	GRID
177147	10	179	97	2080	GRID
177148	10	178	99	3750	GRID
177149	10	187	111	4424	GRID
177150	10	186	110	3752	GRID
177151	10	178	100	3412	GRID
177152	11	179	119	90	GRID
177153	10	187	119	2418	GRID
177154	10	183	117	3752	GRID
177155	10	186	118	2078	GRID
177156	10	178	121	422	GRID
177157	11	191	120	92	GRID
177158	10	179	119	1080	GRID
177159	10	182	114	1748	GRID
177160	10	178	119	2086	GRID
177161	10	183	117	4088	GRID
177162	11	43	98	80	GRID
177163	10	182	114	2078	GRID
177164	11	197	110	92	GRID
177165	10	177	121	756	GRID
177166	10	183	116	3752	GRID
177167	10	185	118	3414	GRID
177168	10	182	112	756	GRID
177169	10	187	119	2750	GRID
177170	10	185	118	4086	GRID
177171	10	178	121	2746	GRID
177172	10	186	118	2746	GRID
177173	10	186	118	3416	GRID
177174	10	186	118	2412	GRID
177175	11	162	93	422	GRID
177176	10	179	120	2744	GRID
177177	10	177	121	1080	GRID
177178	10	201	92	3414	GRID
177179	10	178	120	1086	GRID
177180	10	185	118	3748	GRID
177181	10	183	114	4090	GRID
177182	10	187	119	1752	GRID
177183	10	182	112	1752	GRID
177184	10	178	119	2746	GRID
177185	10	183	112	3082	GRID
177186	10	193	101	2746	GRID
177187	10	180	117	424	GRID
177188	10	182	117	2748	GRID
177189	10	182	115	3750	GRID
177190	10	183	113	2750	GRID
177191	10	182	112	2086	GRID
177192	10	182	113	1420	GRID
177193	10	167	112	1414	GRID
177194	11	166	99	424	GRID
177195	10	167	112	2082	GRID
177196	10	171	115	2086	GRID
177197	10	166	112	4426	GRID
177198	10	169	113	2084	GRID
177199	10	165	110	756	GRID
177200	10	166	111	2084	GRID
177201	11	129	91	90	GRID
177202	10	168	113	1084	GRID
177203	10	170	114	2754	GRID
177204	10	171	115	1754	GRID
177205	10	168	113	3754	GRID
177206	10	165	113	4426	GRID
177207	10	168	113	1416	GRID
177208	10	165	110	1088	GRID
177209	10	170	115	4424	GRID
177210	10	166	112	2752	GRID
177211	10	166	112	2416	GRID
177212	10	172	115	1088	GRID
177213	10	162	113	3416	GRID
177214	10	166	112	4088	GRID
177215	10	170	114	2088	GRID
177216	10	172	115	1748	GRID
177217	10	170	110	424	GRID
177218	10	176	108	426	GRID
177219	10	168	113	2750	GRID
177220	10	171	115	2418	GRID
177221	10	170	116	4760	GRID
177222	10	168	112	752	GRID
177223	10	169	91	1754	GRID
177224	10	181	113	3088	GRID
177225	10	172	116	3420	GRID
177226	10	165	110	2418	GRID
177227	10	171	114	1420	GRID
177228	10	168	112	420	GRID
177229	10	162	113	2748	GRID
177230	10	166	112	3082	GRID
177231	10	165	110	1422	GRID
177232	10	172	115	1422	GRID
177233	10	180	119	4422	GRID
177234	10	186	118	4422	GRID
177235	10	182	114	3752	GRID
177236	10	187	118	416	GRID
177237	10	186	116	1414	GRID
177238	10	178	120	1750	GRID
177239	10	183	116	4762	GRID
177240	10	187	120	1078	GRID
177241	10	187	118	1746	GRID
177242	10	178	121	3080	GRID
177243	10	178	119	3414	GRID
177244	10	184	118	4088	GRID
177245	11	185	113	90	GRID
177246	10	187	122	424	GRID
177247	10	182	116	4762	GRID
177248	10	187	119	3080	GRID
177249	10	187	119	4422	GRID
177250	10	186	116	1080	GRID
177251	10	177	121	1746	GRID
177252	10	183	113	3084	GRID
177253	10	177	121	2412	GRID
177254	10	130	96	92	GRID
177255	10	182	116	4088	GRID
177256	10	182	113	4424	GRID
177257	10	178	119	4088	GRID
177258	11	138	91	92	GRID
177259	10	177	121	1414	GRID
177260	10	178	119	3080	GRID
177261	10	179	119	3414	GRID
177262	10	178	119	3750	GRID
177263	11	186	101	90	GRID
177264	10	185	118	4420	GRID
177265	10	187	118	1412	GRID
177266	10	187	118	2412	GRID
177267	10	182	116	3752	GRID
177268	10	187	117	2078	GRID
177269	10	177	121	3082	GRID
177270	10	186	117	3080	GRID
177271	10	187	120	2080	GRID
177272	10	186	117	2746	GRID
177273	11	0	0	0	GRID
177274	10	186	115	2078	GRID
177275	10	186	113	1746	GRID
177276	10	186	115	3416	GRID
177277	10	187	115	2080	GRID
177278	10	186	114	2746	GRID
177279	10	185	113	3080	GRID
177280	10	187	116	1080	GRID
177281	10	187	116	3752	GRID
177282	11	175	101	90	GRID
177283	10	185	115	4086	GRID
177284	10	187	116	3082	GRID
177285	10	185	112	756	GRID
177286	10	187	117	4086	GRID
177287	10	187	115	1746	GRID
177288	10	187	117	4422	GRID
177289	10	184	112	1088	GRID
177290	10	187	115	1080	GRID
177291	10	186	113	1412	GRID
177292	10	185	114	1412	GRID
177293	10	184	114	1414	GRID
177294	10	185	114	4084	GRID
177295	10	187	115	1414	GRID
177296	10	185	113	3414	GRID
177297	11	39	100	82	GRID
177298	10	185	113	2746	GRID
177299	10	186	113	1080	GRID
177300	10	186	114	1412	GRID
177301	10	185	96	424	GRID
177302	10	186	115	3748	GRID
177303	10	150	103	90	GRID
177304	10	184	110	754	GRID
177305	10	187	115	748	GRID
177306	10	186	114	2078	GRID
177307	10	185	111	750	GRID
177308	10	185	112	1746	GRID
177309	11	196	99	424	GRID
177310	10	185	113	2080	GRID
177311	10	184	111	2746	GRID
177312	10	188	114	424	GRID
177313	10	177	115	754	GRID
177314	10	187	109	426	GRID
177315	10	187	101	1086	GRID
177316	10	184	110	1748	GRID
177317	10	159	120	428	GRID
177318	10	186	112	3750	GRID
177319	10	187	111	1748	GRID
177320	10	187	113	2414	GRID
177321	10	186	110	750	GRID
177322	11	23	108	86	GRID
177323	10	186	113	3750	GRID
177324	10	187	112	2750	GRID
177325	10	180	120	752	GRID
177326	10	187	111	416	GRID
177327	10	187	111	2746	GRID
177328	10	194	117	422	GRID
177329	10	187	114	4086	GRID
177330	10	186	112	4424	GRID
177331	10	186	110	3084	GRID
177332	10	187	112	1750	GRID
177333	10	176	102	2412	GRID
177334	10	187	113	4424	GRID
177335	10	187	113	3414	GRID
177336	10	186	111	4088	GRID
177337	10	186	110	1748	GRID
177338	10	187	111	750	GRID
177339	10	186	111	3752	GRID
177340	11	146	108	90	GRID
177341	10	186	110	3418	GRID
177342	10	186	113	4422	GRID
177343	10	186	113	4086	GRID
177344	10	177	102	1746	GRID
177345	10	187	113	3750	GRID
177346	10	187	114	3414	GRID
177347	10	184	112	3414	GRID
177348	11	200	109	424	GRID
177349	10	187	112	2086	GRID
177350	10	187	113	2746	GRID
177351	10	187	115	4422	GRID
177352	10	187	111	3082	GRID
177353	10	173	100	1412	GRID
177354	10	181	95	748	GRID
177355	10	180	118	1746	GRID
177356	10	180	121	4760	GRID
177357	10	179	98	1422	GRID
177358	10	180	94	3080	GRID
177359	10	180	118	1412	GRID
177360	10	176	94	1088	GRID
177361	10	178	99	4422	GRID
177362	10	180	120	1412	GRID
177363	10	176	94	3080	GRID
177364	10	180	98	1748	GRID
177365	10	179	98	1090	GRID
177366	10	181	100	4086	GRID
177367	10	154	114	758	GRID
177368	10	179	95	2412	GRID
177369	10	177	103	4086	GRID
177370	10	180	94	2078	GRID
177371	10	181	100	4422	GRID
177372	10	180	98	3080	GRID
177373	10	180	94	1420	GRID
177374	10	180	95	4424	GRID
177375	10	179	95	2080	GRID
177376	10	126	96	420	GRID
177377	11	200	97	420	GRID
177378	10	180	95	2748	GRID
177379	10	176	94	4088	GRID
177380	10	181	97	4088	GRID
177381	10	181	95	1414	GRID
177382	10	180	95	748	GRID
177383	10	181	96	748	GRID
177384	10	176	94	1420	GRID
177385	10	174	96	1420	GRID
177386	10	189	99	1746	GRID
177387	10	181	98	2412	GRID
177388	10	180	94	1088	GRID
177389	11	149	119	92	GRID
177390	10	180	94	3414	GRID
177391	10	179	95	1082	GRID
177392	10	179	95	3080	GRID
177393	10	172	121	4764	GRID
177394	10	169	111	2746	GRID
177395	10	165	113	1420	GRID
177396	10	170	110	750	GRID
177397	10	170	117	1088	GRID
177398	10	167	115	3082	GRID
177399	10	172	113	4086	GRID
177400	10	171	113	4424	GRID
177401	10	78	93	422	GRID
177402	10	171	114	4088	GRID
177403	10	167	115	1750	GRID
177404	10	57	92	416	GRID
177405	10	165	114	3082	GRID
177406	10	163	115	4088	GRID
177407	10	172	117	4762	GRID
177408	10	171	109	418	GRID
177409	10	168	117	4088	GRID
177410	10	52	115	418	GRID
177411	10	162	106	1414	GRID
177412	10	172	114	4088	GRID
177413	10	171	115	4760	GRID
177414	10	168	116	2082	GRID
177415	10	166	110	1084	GRID
177416	10	163	103	1418	GRID
177417	10	163	112	4762	GRID
177418	10	164	114	758	GRID
177419	10	201	120	422	GRID
177420	10	51	122	1416	GRID
177421	10	166	116	4760	GRID
177422	10	167	117	3418	GRID
177423	10	168	112	1748	GRID
177424	11	55	96	88	GRID
177425	10	169	117	1082	GRID
177426	10	164	115	3750	GRID
177427	10	162	113	2416	GRID
177428	10	181	91	1422	GRID
177429	10	169	112	1088	GRID
177430	10	166	115	1088	GRID
177431	10	169	117	2412	GRID
177432	10	198	91	1422	GRID
177433	10	174	96	4422	GRID
177434	10	181	118	4424	GRID
177435	10	174	96	3086	GRID
177436	10	181	120	4760	GRID
177437	10	194	107	3752	GRID
177438	10	174	116	1088	GRID
177439	10	175	114	750	GRID
177440	10	173	99	1412	GRID
177441	10	176	96	3752	GRID
177442	10	173	95	2746	GRID
177443	10	179	96	424	GRID
177444	10	174	116	1748	GRID
177445	10	26	91	418	GRID
177446	10	175	121	4762	GRID
177447	10	174	98	2412	GRID
177448	10	176	114	2414	GRID
177449	10	176	95	2416	GRID
177450	10	173	99	3750	GRID
177451	10	174	99	4084	GRID
177452	10	178	116	4762	GRID
177453	10	176	96	2748	GRID
177454	10	175	96	3752	GRID
177455	10	174	96	2084	GRID
177456	10	180	117	3750	GRID
177457	10	180	97	2748	GRID
177458	10	173	101	3080	GRID
177459	10	178	91	4084	GRID
177460	10	190	101	4422	GRID
177461	10	174	96	2752	GRID
177462	10	173	97	3752	GRID
177463	10	176	117	1416	GRID
177464	10	178	96	1080	GRID
177465	10	173	96	2080	GRID
177466	10	175	95	2082	GRID
177467	10	176	96	2082	GRID
177468	10	176	96	1082	GRID
177469	11	170	117	92	GRID
177470	10	176	97	2748	GRID
177471	10	173	96	3416	GRID
177472	10	201	91	2412	GRID
177473	10	183	116	4088	GRID
177474	10	183	114	3084	GRID
177475	10	183	116	3082	GRID
177476	10	186	120	3750	GRID
177477	10	183	114	3752	GRID
177478	10	183	115	1422	GRID
177479	10	183	115	2080	GRID
177480	10	185	118	3080	GRID
177481	11	189	109	92	GRID
177482	10	177	92	754	GRID
177483	10	187	121	3418	GRID
177484	10	183	116	2748	GRID
177485	10	183	115	3082	GRID
177486	10	182	115	2746	GRID
177487	10	186	118	3080	GRID
177488	10	183	112	748	GRID
177489	10	183	112	2412	GRID
177490	10	182	113	2418	GRID
177491	10	183	114	2086	GRID
177492	10	186	120	4086	GRID
177493	10	183	112	1414	GRID
177494	10	25	110	424	GRID
177495	10	187	120	754	GRID
177496	10	183	113	2084	GRID
177497	10	183	113	1752	GRID
177498	10	183	117	3416	GRID
177499	10	183	113	3752	GRID
177500	11	187	109	92	GRID
177501	10	187	119	2086	GRID
177502	10	197	114	426	GRID
177503	10	183	114	3418	GRID
177504	10	183	115	2414	GRID
177505	10	182	115	2412	GRID
177506	10	183	116	3418	GRID
177507	10	183	113	1420	GRID
177508	10	183	115	1748	GRID
177509	10	187	121	3752	GRID
177510	10	183	113	4424	GRID
177511	10	183	113	2418	GRID
177512	10	183	112	1746	GRID
177513	10	159	98	1412	GRID
177514	10	160	99	2080	GRID
177515	10	159	99	4422	GRID
177516	10	155	97	4424	GRID
177517	10	154	94	750	GRID
177518	10	158	98	3750	GRID
177519	10	160	99	3752	GRID
177520	10	161	113	426	GRID
177521	11	184	116	92	GRID
177522	10	157	97	3416	GRID
177523	10	159	98	1080	GRID
177524	10	160	99	3416	GRID
177525	10	153	94	750	GRID
177526	10	154	94	2082	GRID
177527	10	159	98	420	GRID
177528	10	156	95	2082	GRID
177529	10	158	98	3080	GRID
177530	10	155	95	2750	GRID
177531	11	173	113	92	GRID
177532	10	195	99	4086	GRID
177533	10	187	100	1418	GRID
